# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
"# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result, these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>."
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 240         4.790       52.318      -3.30       Schiphol    
# FF        : Windsnelheid (in 0.1 m/s) gemiddeld over de laatste 10 minuten van het afgelopen uur / Mean wind speed (in 0.1 m/s) during the 10-minute period preceding the time of observation
# Q         : Globale straling (in J/cm2) per uurvak / Global radiation (in J/cm2) during the hourly division
# STN,YYYYMMDD,H,   FF,    Q
  240,20210713,   24,   50,    0
  240,20210714,    1,   40,    0
  240,20210714,    2,   50,    0
  240,20210714,    3,   40,    0
  240,20210714,    4,   50,    0
  240,20210714,    5,   40,    4
  240,20210714,    6,   50,    7
  240,20210714,    7,   60,   38
  240,20210714,    8,   60,   36
  240,20210714,    9,   60,   35
  240,20210714,   10,   60,   74
  240,20210714,   11,   70,   62
  240,20210714,   12,   70,  116
  240,20210714,   13,   60,   99
  240,20210714,   14,   70,   91
  240,20210714,   15,   80,   77
  240,20210714,   16,   70,   64
  240,20210714,   17,   80,  104
  240,20210714,   18,   70,   52
  240,20210714,   19,   80,   24
  240,20210714,   20,   60,    2
  240,20210714,   21,   70,    0
  240,20210714,   22,   60,    0
  240,20210714,   23,   70,    0
  240,20210714,   24,   70,    0
  240,20210715,    1,   60,    0
  240,20210715,    2,   70,    0
  240,20210715,    3,   70,    0
  240,20210715,    4,   60,    0
  240,20210715,    5,   70,    5
  240,20210715,    6,   80,   14
  240,20210715,    7,   70,   20
  240,20210715,    8,   80,   46
  240,20210715,    9,   80,   88
  240,20210715,   10,   80,   81
  240,20210715,   11,   70,   78
  240,20210715,   12,   70,   86
  240,20210715,   13,   60,   75
  240,20210715,   14,   60,  120
  240,20210715,   15,   50,   95
  240,20210715,   16,   80,  126
  240,20210715,   17,   80,   88
  240,20210715,   18,   70,   79
  240,20210715,   19,   60,   24
  240,20210715,   20,   40,    5
  240,20210715,   21,   60,    0
  240,20210715,   22,   40,    0
  240,20210715,   23,   70,    0
  240,20210715,   24,   50,    0
  240,20210716,    1,   60,    0
  240,20210716,    2,   50,    0
  240,20210716,    3,   60,    0
  240,20210716,    4,   40,    0
  240,20210716,    5,   40,   11
  240,20210716,    6,   40,   24
  240,20210716,    7,   50,   59
  240,20210716,    8,   50,   90
  240,20210716,    9,   50,  126
  240,20210716,   10,   60,  146
  240,20210716,   11,   50,  233
  240,20210716,   12,   60,  270
  240,20210716,   13,   60,  281
  240,20210716,   14,   70,  287
  240,20210716,   15,   60,  248
  240,20210716,   16,   60,  208
  240,20210716,   17,   70,  155
  240,20210716,   18,   60,   83
  240,20210716,   19,   50,   30
  240,20210716,   20,   40,    6
  240,20210716,   21,   40,    0
  240,20210716,   22,   40,    0
  240,20210716,   23,   30,    0
  240,20210716,   24,   40,    0
  240,20210717,    1,   20,    0
  240,20210717,    2,   20,    0
  240,20210717,    3,   20,    0
  240,20210717,    4,   20,    1
  240,20210717,    5,   20,   19
  240,20210717,    6,   40,   65
  240,20210717,    7,   40,  119
  240,20210717,    8,   40,  177
  240,20210717,    9,   40,  227
  240,20210717,   10,   40,  266
  240,20210717,   11,   60,  290
  240,20210717,   12,   50,  301
  240,20210717,   13,   50,  305
  240,20210717,   14,   50,  286
  240,20210717,   15,   60,  249
  240,20210717,   16,   60,  202
  240,20210717,   17,   50,  153
  240,20210717,   18,   50,   97
  240,20210717,   19,   40,   46
  240,20210717,   20,   30,    8
  240,20210717,   21,   30,    0
  240,20210717,   22,   30,    0
  240,20210717,   23,   20,    0
  240,20210717,   24,   20,    0
  240,20210718,    1,   10,    0
  240,20210718,    2,   20,    0
  240,20210718,    3,   10,    0
  240,20210718,    4,   10,    1
  240,20210718,    5,   20,   19
  240,20210718,    6,   20,   61
  240,20210718,    7,   30,  117
  240,20210718,    8,   40,  173
  240,20210718,    9,   40,  224
  240,20210718,   10,   40,  263
  240,20210718,   11,   40,  291
  240,20210718,   12,   50,  302
  240,20210718,   13,   50,  299
  240,20210718,   14,   60,  282
  240,20210718,   15,   70,  248
  240,20210718,   16,   70,  201
  240,20210718,   17,   60,  149
  240,20210718,   18,   50,   92
  240,20210718,   19,   30,   40
  240,20210718,   20,   40,    6
  240,20210718,   21,   30,    0
  240,20210718,   22,   30,    0
  240,20210718,   23,   20,    0
  240,20210718,   24,   20,    0
  240,20210719,    1,   20,    0
  240,20210719,    2,   10,    0
  240,20210719,    3,   10,    0
  240,20210719,    4,   10,    1
  240,20210719,    5,   10,   18
  240,20210719,    6,   20,   61
  240,20210719,    7,   20,  106
  240,20210719,    8,   30,   85
  240,20210719,    9,   20,  104
  240,20210719,   10,   30,  188
  240,20210719,   11,   30,  258
  240,20210719,   12,   40,  175
  240,20210719,   13,   40,  193
  240,20210719,   14,   50,  212
  240,20210719,   15,   40,  233
  240,20210719,   16,   50,  170
  240,20210719,   17,   40,  141
  240,20210719,   18,   40,   86
  240,20210719,   19,   50,   37
  240,20210719,   20,   40,    6
  240,20210719,   21,   30,    0
  240,20210719,   22,   30,    0
  240,20210719,   23,   30,    0
  240,20210719,   24,   20,    0
  240,20210720,    1,   20,    0
  240,20210720,    2,    0,    0
  240,20210720,    3,    0,    0
  240,20210720,    4,    0,    1
  240,20210720,    5,   10,   15
  240,20210720,    6,    0,   57
  240,20210720,    7,   10,  107
  240,20210720,    8,   10,  164
  240,20210720,    9,   20,  203
  240,20210720,   10,   10,  167
  240,20210720,   11,   20,  257
  240,20210720,   12,   30,  310
  240,20210720,   13,   30,  298
  240,20210720,   14,   20,  275
  240,20210720,   15,   20,  244
  240,20210720,   16,   30,  198
  240,20210720,   17,   20,  143
  240,20210720,   18,   30,   87
  240,20210720,   19,   20,   34
  240,20210720,   20,   20,    5
  240,20210720,   21,   20,    0
  240,20210720,   22,   20,    0
  240,20210720,   23,   10,    0
  240,20210720,   24,   20,    0
  240,20210721,    1,   20,    0
  240,20210721,    2,    0,    0
  240,20210721,    3,    0,    0
  240,20210721,    4,   10,    0
  240,20210721,    5,   10,   15
  240,20210721,    6,   10,   60
  240,20210721,    7,   10,  113
  240,20210721,    8,   20,  166
  240,20210721,    9,   30,  223
  240,20210721,   10,   20,  257
  240,20210721,   11,   20,  290
  240,20210721,   12,   10,  213
  240,20210721,   13,   40,  202
  240,20210721,   14,   40,  286
  240,20210721,   15,   40,  201
  240,20210721,   16,   30,  170
  240,20210721,   17,   40,  117
  240,20210721,   18,   40,   71
  240,20210721,   19,   40,   30
  240,20210721,   20,   30,    5
  240,20210721,   21,   20,    0
  240,20210721,   22,   20,    0
  240,20210721,   23,   20,    0
  240,20210721,   24,   20,    0
  240,20210722,    1,   20,    0
  240,20210722,    2,   30,    0
  240,20210722,    3,   30,    0
  240,20210722,    4,   30,    0
  240,20210722,    5,   30,   10
  240,20210722,    6,   30,   43
  240,20210722,    7,   30,  123
  240,20210722,    8,   40,  123
  240,20210722,    9,   30,  228
  240,20210722,   10,   30,  239
  240,20210722,   11,   40,  265
  240,20210722,   12,   30,  281
  240,20210722,   13,   40,  288
  240,20210722,   14,   40,  270
  240,20210722,   15,   50,  244
  240,20210722,   16,   40,  196
  240,20210722,   17,   50,  136
  240,20210722,   18,   40,   87
  240,20210722,   19,   50,   42
  240,20210722,   20,   30,    7
  240,20210722,   21,   20,    0
  240,20210722,   22,   20,    0
  240,20210722,   23,   20,    0
  240,20210722,   24,   20,    0
  240,20210723,    1,   20,    0
  240,20210723,    2,   10,    0
  240,20210723,    3,   10,    0
  240,20210723,    4,   10,    0
  240,20210723,    5,   10,    4
  240,20210723,    6,   10,   17
  240,20210723,    7,   30,   41
  240,20210723,    8,   30,   69
  240,20210723,    9,   30,   75
  240,20210723,   10,   30,   49
  240,20210723,   11,   20,   54
  240,20210723,   12,   50,   93
  240,20210723,   13,   40,  166
  240,20210723,   14,   50,  214
  240,20210723,   15,   50,  241
  240,20210723,   16,   40,  199
  240,20210723,   17,   40,  145
  240,20210723,   18,   50,   81
  240,20210723,   19,   40,   33
  240,20210723,   20,   30,    5
  240,20210723,   21,   20,    0
  240,20210723,   22,   40,    0
  240,20210723,   23,   40,    0
  240,20210723,   24,   40,    0
  240,20210724,    1,   40,    0
  240,20210724,    2,   50,    0
  240,20210724,    3,   40,    0
  240,20210724,    4,   40,    0
  240,20210724,    5,   50,   20
  240,20210724,    6,   50,   38
  240,20210724,    7,   40,   95
  240,20210724,    8,   40,  106
  240,20210724,    9,   40,  162
  240,20210724,   10,   40,  118
  240,20210724,   11,   40,  118
  240,20210724,   12,   50,   89
  240,20210724,   13,   40,   57
  240,20210724,   14,   30,   61
  240,20210724,   15,   30,   61
  240,20210724,   16,   40,   34
  240,20210724,   17,   20,   54
  240,20210724,   18,   20,   50
  240,20210724,   19,   30,    8
  240,20210724,   20,   30,    4
  240,20210724,   21,   10,    0
  240,20210724,   22,   30,    0
  240,20210724,   23,   20,    0
  240,20210724,   24,   20,    0
  240,20210725,    1,   30,    0
  240,20210725,    2,   20,    0
  240,20210725,    3,   30,    0
  240,20210725,    4,   20,    0
  240,20210725,    5,   30,    6
  240,20210725,    6,   30,   56
  240,20210725,    7,   30,   49
  240,20210725,    8,   20,   59
  240,20210725,    9,   20,   42
  240,20210725,   10,   20,  193
  240,20210725,   11,   20,  136
  240,20210725,   12,    0,   63
  240,20210725,   13,   20,  200
  240,20210725,   14,   10,  207
  240,20210725,   15,   10,  113
  240,20210725,   16,   50,   28
  240,20210725,   17,   20,   48
  240,20210725,   18,   20,   76
  240,20210725,   19,    0,   15
  240,20210725,   20,   10,    4
  240,20210725,   21,   20,    0
  240,20210725,   22,    0,    0
  240,20210725,   23,    0,    0
  240,20210725,   24,   10,    0
  240,20210726,    1,   20,    0
  240,20210726,    2,   20,    0
  240,20210726,    3,   20,    0
  240,20210726,    4,   20,    0
  240,20210726,    5,    0,    7
  240,20210726,    6,   20,   48
  240,20210726,    7,   30,   97
  240,20210726,    8,   30,  129
  240,20210726,    9,   30,  154
  240,20210726,   10,   60,  161
  240,20210726,   11,   40,  257
  240,20210726,   12,   50,  221
  240,20210726,   13,   60,  133
  240,20210726,   14,   20,   46
  240,20210726,   15,   40,  108
  240,20210726,   16,   40,  139
  240,20210726,   17,   50,  142
  240,20210726,   18,   60,   82
  240,20210726,   19,   40,   39
  240,20210726,   20,   40,    3
  240,20210726,   21,   40,    0
  240,20210726,   22,   50,    0
  240,20210726,   23,   50,    0
  240,20210726,   24,   40,    0
  240,20210727,    1,   20,    0
  240,20210727,    2,   30,    0
  240,20210727,    3,   30,    0
  240,20210727,    4,   30,    0
  240,20210727,    5,   20,    7
  240,20210727,    6,   40,   13
  240,20210727,    7,   40,   30
  240,20210727,    8,   40,   91
  240,20210727,    9,   40,   65
  240,20210727,   10,   50,   50
  240,20210727,   11,   50,   50
  240,20210727,   12,   50,  118
  240,20210727,   13,   40,  205
  240,20210727,   14,   40,  150
  240,20210727,   15,   50,  147
  240,20210727,   16,   50,   94
  240,20210727,   17,   40,   34
  240,20210727,   18,   30,   15
  240,20210727,   19,   40,    7
  240,20210727,   20,   10,    0
  240,20210727,   21,   40,    0
  240,20210727,   22,   30,    0
  240,20210727,   23,   40,    0
  240,20210727,   24,   40,    0
  240,20210728,    1,   40,    0
  240,20210728,    2,   40,    0
  240,20210728,    3,   50,    0
  240,20210728,    4,   50,    0
  240,20210728,    5,   50,   10
  240,20210728,    6,   60,   33
  240,20210728,    7,   80,   76
  240,20210728,    8,   70,   46
  240,20210728,    9,   90,   52
  240,20210728,   10,   90,   57
  240,20210728,   11,   90,   99
  240,20210728,   12,  100,  112
  240,20210728,   13,  100,  190
  240,20210728,   14,   90,  113
  240,20210728,   15,   90,   66
  240,20210728,   16,  100,  118
  240,20210728,   17,  120,  138
  240,20210728,   18,  110,   78
  240,20210728,   19,   90,   40
  240,20210728,   20,   90,    5
  240,20210728,   21,   80,    0
  240,20210728,   22,   70,    0
  240,20210728,   23,   90,    0
  240,20210728,   24,   60,    0
  240,20210729,    1,   50,    0
  240,20210729,    2,   50,    0
  240,20210729,    3,   50,    0
  240,20210729,    4,   50,    0
  240,20210729,    5,   50,   12
  240,20210729,    6,   40,   34
  240,20210729,    7,   80,   57
  240,20210729,    8,   90,  163
  240,20210729,    9,  110,  197
  240,20210729,   10,  110,  243
  240,20210729,   11,  100,  256
  240,20210729,   12,  100,  276
  240,20210729,   13,  100,  285
  240,20210729,   14,  110,  268
  240,20210729,   15,  110,  238
  240,20210729,   16,  100,  186
  240,20210729,   17,  110,  124
  240,20210729,   18,   90,   86
  240,20210729,   19,   70,   35
  240,20210729,   20,   40,    2
  240,20210729,   21,   40,    0
  240,20210729,   22,   50,    0
  240,20210729,   23,   40,    0
  240,20210729,   24,   40,    0
  240,20210730,    1,   40,    0
  240,20210730,    2,   40,    0
  240,20210730,    3,   40,    0
  240,20210730,    4,   40,    0
  240,20210730,    5,   30,    9
  240,20210730,    6,   40,   29
  240,20210730,    7,   50,   71
  240,20210730,    8,   30,  107
  240,20210730,    9,   50,  107
  240,20210730,   10,   50,   92
  240,20210730,   11,   60,  203
  240,20210730,   12,   60,   62
  240,20210730,   13,   70,   49
  240,20210730,   14,   50,   58
  240,20210730,   15,   50,   72
  240,20210730,   16,   30,   95
  240,20210730,   17,   70,   86
  240,20210730,   18,   80,   59
  240,20210730,   19,   90,   20
  240,20210730,   20,  110,    2
  240,20210730,   21,   80,    0
  240,20210730,   22,  100,    0
  240,20210730,   23,   90,    0
  240,20210730,   24,   90,    0
  240,20210731,    1,   80,    0
  240,20210731,    2,   80,    0
  240,20210731,    3,   90,    0
  240,20210731,    4,   80,    0
  240,20210731,    5,   80,    5
  240,20210731,    6,   90,   11
  240,20210731,    7,   80,   28
  240,20210731,    8,   90,   52
  240,20210731,    9,   80,  109
  240,20210731,   10,   80,  128
  240,20210731,   11,   90,  129
  240,20210731,   12,  100,  165
  240,20210731,   13,   90,  276
  240,20210731,   14,   90,  131
  240,20210731,   15,   80,  104
  240,20210731,   16,   80,  137
  240,20210731,   17,   60,  119
  240,20210731,   18,   60,   68
  240,20210731,   19,   50,   29
  240,20210731,   20,   30,    2
  240,20210731,   21,   30,    0
  240,20210731,   22,   30,    0
  240,20210731,   23,   30,    0
  240,20210731,   24,   30,    0
  240,20210801,    1,   40,    0
  240,20210801,    2,   30,    0
  240,20210801,    3,   30,    0
  240,20210801,    4,   40,    0
  240,20210801,    5,   40,    4
  240,20210801,    6,   40,   25
  240,20210801,    7,   40,   63
  240,20210801,    8,   60,   76
  240,20210801,    9,   30,   55
  240,20210801,   10,   40,   60
  240,20210801,   11,   50,  141
  240,20210801,   12,   60,  106
  240,20210801,   13,   50,   95
  240,20210801,   14,   60,  166
  240,20210801,   15,   60,  134
  240,20210801,   16,   60,  111
  240,20210801,   17,   60,  150
  240,20210801,   18,   60,   74
  240,20210801,   19,   50,   21
  240,20210801,   20,   20,    2
  240,20210801,   21,   20,    0
  240,20210801,   22,   10,    0
  240,20210801,   23,   20,    0
  240,20210801,   24,   10,    0
  240,20210802,    1,   20,    0
  240,20210802,    2,   20,    0
  240,20210802,    3,   30,    0
  240,20210802,    4,   30,    0
  240,20210802,    5,   10,    5
  240,20210802,    6,    0,   15
  240,20210802,    7,    0,   36
  240,20210802,    8,   20,   75
  240,20210802,    9,   40,  142
  240,20210802,   10,   30,  193
  240,20210802,   11,   40,  188
  240,20210802,   12,   50,  258
  240,20210802,   13,   50,  226
  240,20210802,   14,   50,  196
  240,20210802,   15,   50,  201
  240,20210802,   16,   50,  173
  240,20210802,   17,   40,  111
  240,20210802,   18,   20,   46
  240,20210802,   19,   30,   32
  240,20210802,   20,   20,    1
  240,20210802,   21,   10,    0
  240,20210802,   22,    0,    0
  240,20210802,   23,   10,    0
  240,20210802,   24,   10,    0
  240,20210803,    1,    0,    0
  240,20210803,    2,   10,    0
  240,20210803,    3,    0,    0
  240,20210803,    4,   10,    0
  240,20210803,    5,   20,    5
  240,20210803,    6,   20,   22
  240,20210803,    7,   20,   72
  240,20210803,    8,   20,  116
  240,20210803,    9,   20,   30
  240,20210803,   10,   30,   37
  240,20210803,   11,   30,   69
  240,20210803,   12,   40,  194
  240,20210803,   13,   30,  150
  240,20210803,   14,   40,   87
  240,20210803,   15,   40,   63
  240,20210803,   16,   30,   44
  240,20210803,   17,   30,   61
  240,20210803,   18,   20,   26
  240,20210803,   19,   30,   14
  240,20210803,   20,   20,    1
  240,20210803,   21,   20,    0
  240,20210803,   22,   20,    0
  240,20210803,   23,   20,    0
  240,20210803,   24,   10,    0
  240,20210804,    1,    0,    0
  240,20210804,    2,    0,    0
  240,20210804,    3,    0,    0
  240,20210804,    4,   20,    0
  240,20210804,    5,   10,    8
  240,20210804,    6,   10,   46
  240,20210804,    7,   30,   83
  240,20210804,    8,   20,  156
  240,20210804,    9,   20,  209
  240,20210804,   10,   30,  223
  240,20210804,   11,   20,  270
  240,20210804,   12,   30,  158
  240,20210804,   13,   30,  188
  240,20210804,   14,   30,   96
  240,20210804,   15,   30,   47
  240,20210804,   16,   60,   18
  240,20210804,   17,    0,   11
  240,20210804,   18,   20,   38
  240,20210804,   19,   20,   15
  240,20210804,   20,   20,    2
  240,20210804,   21,    0,    0
  240,20210804,   22,   10,    0
  240,20210804,   23,   10,    0
  240,20210804,   24,   10,    0
  240,20210805,    1,   10,    0
  240,20210805,    2,   10,    0
  240,20210805,    3,   10,    0
  240,20210805,    4,   10,    0
  240,20210805,    5,   10,    5
  240,20210805,    6,    0,   22
  240,20210805,    7,   10,   58
  240,20210805,    8,   10,   81
  240,20210805,    9,   10,  160
  240,20210805,   10,   20,  201
  240,20210805,   11,   20,  199
  240,20210805,   12,   40,  286
  240,20210805,   13,   30,  215
  240,20210805,   14,   30,  149
  240,20210805,   15,   30,  111
  240,20210805,   16,   40,  155
  240,20210805,   17,   30,  126
  240,20210805,   18,   40,   65
  240,20210805,   19,   30,    8
  240,20210805,   20,   40,    1
  240,20210805,   21,   40,    0
  240,20210805,   22,   50,    0
  240,20210805,   23,   40,    0
  240,20210805,   24,   40,    0
  240,20210806,    1,   40,    0
  240,20210806,    2,   40,    0
  240,20210806,    3,   40,    0
  240,20210806,    4,   50,    0
  240,20210806,    5,   50,    2
  240,20210806,    6,   50,   14
  240,20210806,    7,   50,   45
  240,20210806,    8,   70,  104
  240,20210806,    9,   90,  176
  240,20210806,   10,   90,  153
  240,20210806,   11,   80,  144
  240,20210806,   12,  110,  156
  240,20210806,   13,   80,  149
  240,20210806,   14,  100,   77
  240,20210806,   15,  100,   89
  240,20210806,   16,  110,  133
  240,20210806,   17,   90,   94
  240,20210806,   18,  100,   59
  240,20210806,   19,   80,   27
  240,20210806,   20,   80,    2
  240,20210806,   21,   70,    0
  240,20210806,   22,   80,    0
  240,20210806,   23,   60,    0
  240,20210806,   24,   60,    0
  240,20210807,    1,   60,    0
  240,20210807,    2,   50,    0
  240,20210807,    3,   60,    0
  240,20210807,    4,   50,    0
  240,20210807,    5,   50,    5
  240,20210807,    6,   40,   40
  240,20210807,    7,   60,   95
  240,20210807,    8,   60,   90
  240,20210807,    9,   50,   88
  240,20210807,   10,   60,  218
  240,20210807,   11,   60,  222
  240,20210807,   12,   80,  261
  240,20210807,   13,   80,  195
  240,20210807,   14,   70,  213
  240,20210807,   15,   60,  126
  240,20210807,   16,   50,   20
  240,20210807,   17,   30,   19
  240,20210807,   18,   40,   16
  240,20210807,   19,   30,    6
  240,20210807,   20,   30,    1
  240,20210807,   21,   50,    0
  240,20210807,   22,   60,    0
  240,20210807,   23,   50,    0
  240,20210807,   24,   50,    0
  240,20210808,    1,   30,    0
  240,20210808,    2,   60,    0
  240,20210808,    3,   90,    0
  240,20210808,    4,   70,    0
  240,20210808,    5,   60,    5
  240,20210808,    6,   50,   15
  240,20210808,    7,   80,   39
  240,20210808,    8,  110,  105
  240,20210808,    9,   80,  116
  240,20210808,   10,  100,  146
  240,20210808,   11,  100,  171
  240,20210808,   12,  110,  181
  240,20210808,   13,  120,  148
  240,20210808,   14,   80,  147
  240,20210808,   15,  110,  159
  240,20210808,   16,  120,  144
  240,20210808,   17,  100,   43
  240,20210808,   18,   90,   23
  240,20210808,   19,   70,   12
  240,20210808,   20,   80,    0
  240,20210808,   21,   80,    0
  240,20210808,   22,   60,    0
  240,20210808,   23,   70,    0
  240,20210808,   24,   70,    0
  240,20210809,    1,   70,    0
  240,20210809,    2,   70,    0
  240,20210809,    3,   80,    0
  240,20210809,    4,   60,    0
  240,20210809,    5,   50,    2
  240,20210809,    6,   60,   30
  240,20210809,    7,   50,   60
  240,20210809,    8,   70,  145
  240,20210809,    9,   50,   77
  240,20210809,   10,   70,  100
  240,20210809,   11,   80,  134
  240,20210809,   12,   70,  112
  240,20210809,   13,   50,  108
  240,20210809,   14,   80,   81
  240,20210809,   15,   80,  163
  240,20210809,   16,  100,  169
  240,20210809,   17,  100,  120
  240,20210809,   18,   90,   68
  240,20210809,   19,   60,   17
  240,20210809,   20,   50,    1
  240,20210809,   21,   50,    0
  240,20210809,   22,   50,    0
  240,20210809,   23,   40,    0
  240,20210809,   24,   40,    0
  240,20210810,    1,   50,    0
  240,20210810,    2,   60,    0
  240,20210810,    3,   50,    0
  240,20210810,    4,   50,    0
  240,20210810,    5,   50,    3
  240,20210810,    6,   60,   33
  240,20210810,    7,   60,   93
  240,20210810,    8,   70,   62
  240,20210810,    9,   50,   52
  240,20210810,   10,   50,  123
  240,20210810,   11,   60,  202
  240,20210810,   12,   70,  239
  240,20210810,   13,   70,  254
  240,20210810,   14,   60,  269
  240,20210810,   15,   70,  225
  240,20210810,   16,   60,  183
  240,20210810,   17,   50,  107
  240,20210810,   18,   50,   72
  240,20210810,   19,   40,   21
  240,20210810,   20,   30,    0
  240,20210810,   21,   20,    0
  240,20210810,   22,   20,    0
  240,20210810,   23,   20,    0
  240,20210810,   24,   20,    0
  240,20210811,    1,   30,    0
  240,20210811,    2,   40,    0
  240,20210811,    3,   10,    0
  240,20210811,    4,   10,    0
  240,20210811,    5,   20,    6
  240,20210811,    6,   20,   40
  240,20210811,    7,   30,   81
  240,20210811,    8,   30,  120
  240,20210811,    9,   40,  169
  240,20210811,   10,   40,  216
  240,20210811,   11,   30,  211
  240,20210811,   12,   40,  300
  240,20210811,   13,   40,  195
  240,20210811,   14,   40,   99
  240,20210811,   15,   50,   96
  240,20210811,   16,   50,  180
  240,20210811,   17,   40,  111
  240,20210811,   18,   30,   49
  240,20210811,   19,   10,   17
  240,20210811,   20,   10,    0
  240,20210811,   21,   10,    0
  240,20210811,   22,   10,    0
  240,20210811,   23,   10,    0
  240,20210811,   24,   20,    0
  240,20210812,    1,   10,    0
  240,20210812,    2,   20,    0
  240,20210812,    3,   10,    0
  240,20210812,    4,   10,    0
  240,20210812,    5,   20,    2
  240,20210812,    6,   20,   28
  240,20210812,    7,   40,   89
  240,20210812,    8,   40,  147
  240,20210812,    9,   50,  201
  240,20210812,   10,   50,  244
  240,20210812,   11,   40,  271
  240,20210812,   12,   50,  211
  240,20210812,   13,   40,  195
  240,20210812,   14,   50,  180
  240,20210812,   15,   30,  186
  240,20210812,   16,   40,  141
  240,20210812,   17,   40,   65
  240,20210812,   18,   30,   18
  240,20210812,   19,   30,   12
  240,20210812,   20,   10,    0
  240,20210812,   21,   20,    0
  240,20210812,   22,   20,    0
  240,20210812,   23,   20,    0
  240,20210812,   24,   20,    0
  240,20210813,    1,   30,    0
  240,20210813,    2,   30,    0
  240,20210813,    3,   30,    0
  240,20210813,    4,   30,    0
  240,20210813,    5,   30,    3
  240,20210813,    6,   40,   33
  240,20210813,    7,   40,   32
  240,20210813,    8,   70,  101
  240,20210813,    9,   70,  137
  240,20210813,   10,   80,  167
  240,20210813,   11,   70,  200
  240,20210813,   12,   90,  203
  240,20210813,   13,   70,  200
  240,20210813,   14,   80,  192
  240,20210813,   15,   80,  146
  240,20210813,   16,   80,  111
  240,20210813,   17,   70,   89
  240,20210813,   18,   70,   49
  240,20210813,   19,   60,   20
  240,20210813,   20,   50,    0
  240,20210813,   21,   40,    0
  240,20210813,   22,   30,    0
  240,20210813,   23,   20,    0
  240,20210813,   24,   20,    0
  240,20210814,    1,   30,    0
  240,20210814,    2,   30,    0
  240,20210814,    3,   30,    0
  240,20210814,    4,   40,    0
  240,20210814,    5,   30,    5
  240,20210814,    6,   40,   23
  240,20210814,    7,   50,   87
  240,20210814,    8,   60,   84
  240,20210814,    9,   60,  104
  240,20210814,   10,   70,  164
  240,20210814,   11,   70,  204
  240,20210814,   12,   70,  268
  240,20210814,   13,   70,  263
  240,20210814,   14,   70,  240
  240,20210814,   15,   70,  219
  240,20210814,   16,   70,  173
  240,20210814,   17,   60,  114
  240,20210814,   18,   50,   52
  240,20210814,   19,   30,   18
  240,20210814,   20,   30,    0
  240,20210814,   21,   40,    0
  240,20210814,   22,   20,    0
  240,20210814,   23,   30,    0
  240,20210814,   24,   30,    0
  240,20210815,    1,   20,    0
  240,20210815,    2,   20,    0
  240,20210815,    3,   20,    0
  240,20210815,    4,   30,    0
  240,20210815,    5,   30,    2
  240,20210815,    6,   40,   33
  240,20210815,    7,   40,   90
  240,20210815,    8,   40,  120
  240,20210815,    9,   40,  199
  240,20210815,   10,   60,  235
  240,20210815,   11,   60,  228
  240,20210815,   12,   80,  276
  240,20210815,   13,   90,  255
  240,20210815,   14,  100,  186
  240,20210815,   15,   80,  201
  240,20210815,   16,   70,  140
  240,20210815,   17,   70,   57
  240,20210815,   18,   60,   54
  240,20210815,   19,   50,   10
  240,20210815,   20,   60,    0
  240,20210815,   21,   60,    0
  240,20210815,   22,   50,    0
  240,20210815,   23,   80,    0
  240,20210815,   24,   70,    0
  240,20210816,    1,   70,    0
  240,20210816,    2,   60,    0
  240,20210816,    3,   60,    0
  240,20210816,    4,   50,    0
  240,20210816,    5,   60,    1
  240,20210816,    6,   60,   12
  240,20210816,    7,   70,   17
  240,20210816,    8,   70,   37
  240,20210816,    9,   90,   78
  240,20210816,   10,  100,  156
  240,20210816,   11,   60,   77
  240,20210816,   12,   80,   94
  240,20210816,   13,  100,  107
  240,20210816,   14,  110,  121
  240,20210816,   15,  120,  158
  240,20210816,   16,  110,  154
  240,20210816,   17,  100,  105
  240,20210816,   18,   90,   42
  240,20210816,   19,   90,    8
  240,20210816,   20,   80,    0
  240,20210816,   21,   70,    0
  240,20210816,   22,   60,    0
  240,20210816,   23,   60,    0
  240,20210816,   24,   50,    0
  240,20210817,    1,   60,    0
  240,20210817,    2,   50,    0
  240,20210817,    3,   50,    0
  240,20210817,    4,   50,    0
  240,20210817,    5,   40,    2
  240,20210817,    6,   40,   17
  240,20210817,    7,   60,   29
  240,20210817,    8,   80,   56
  240,20210817,    9,   70,   64
  240,20210817,   10,   70,   49
  240,20210817,   11,   60,   37
  240,20210817,   12,   60,   50
  240,20210817,   13,   60,   51
  240,20210817,   14,   50,   52
  240,20210817,   15,   40,   40
  240,20210817,   16,   50,   40
  240,20210817,   17,   40,   24
