11;29
75;30
218;31
35;32
12;41
32;50
3;51
40;52
25;75
24;77
25;85
29;87
6;125
3;126
19;127
38;128
1;131
14;145
4;146
6;152
13;177
46;221
55;222
22;223
44;224
13;233
48;243
35;245
12;271
9;272
46;318
45;319
38;320
3;331
23;337
18;338
1;353
23;362
5;370
24;373
30;414
46;415
84;416
19;433
32;434
11;436
19;438
18;457
27;462
194;463
2;471
11;487
18;509
7;510
9;511
13;512
14;515
6;516
10;541
13;542
20;545
8;547
19;548
9;551
37;564
23;566
18;569
13;572
46;605
30;607
27;609
42;610
13;611
4;612
16;620
75;637
7;638
49;639
9;641
3;649
29;655
15;659
23;663
5;669
19;701
163;702
355;704
12;708
6;720
24;721
146;724
154;731
14;732
9;748
31;752
13;755
15;797
40;798
27;799
16;800
22;814
22;817
1;818
177;819
4;833
12;847
26;849
14;850
16;853
29;870
25;893
9;894
28;895
19;896
37;913
175;915
14;920
24;926
10;943
57;989
2;990
53;991
33;992
35;1010
5;1011
558;1026
27;1036
7;1039
6;1045
14;1085
41;1086
32;1087
25;1088
9;1095
12;1138
14;1141
26;1144
16;1180
32;1181
22;1184
25;1185
37;1186
28;1187
163;1205
17;1213
20;1214
12;1216
181;1218
159;1219
56;1220
4;1222
180;1225
5;1234
35;1236
1;1257
19;1260
23;1277
161;1279
207;1281
43;1282
29;1283
11;1309
4;1310
25;1314
37;1327
40;1373
50;1374
24;1375
3;1376
23;1378
9;1386
32;1393
2;1394
26;1418
30;1421
17;1422
157;1425
23;1429
43;1469
59;1470
22;1472
16;1478
4;1481
9;1484
31;1489
33;1491
158;1508
7;1513
10;1516
17;1522
32;1565
62;1566
19;1567
27;1568
27;1586
8;1587
13;1588
6;1609
12;1610
9;1615
8;1630
31;1639
71;1661
23;1662
10;1663
36;1664
4;1681
7;1683
167;1705
10;1713
16;1714
38;1715
76;1757
10;1758
13;1759
37;1760
15;1777
60;1779
21;1780
31;1793
2;1798
145;1809
6;1814
10;1816
9;1832
21;1854
18;1855
9;1856
5;1857
41;1858
8;1859
27;1877
38;1885
17;1887
14;1890
32;1891
25;1907
11;1911
6;1912
26;1935
6;1946
206;1950
74;1952
38;1956
1;1980
1;1983
10;1997
34;2005
12;2007
1;2008
24;2009
7;2010
26;2011
22;2012
23;2045
26;2046
3;2047
99;2048
17;2049
32;2050
11;2065
18;2066
19;2067
160;2069
12;2072
17;2083
32;2094
11;2099
8;2101
320;2141
3;2142
12;2143
12;2144
165;2156
21;2164
