# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 330         4.122       51.992      11.90       Hoek van Holland
# 356         5.146       51.859      0.70        Herwijnen   
# 377         5.763       51.198      30.00       Ell         
# YYYYMMDD  : datum (YYYY=jaar;MM=maand;DD=dag)
# HH        : tijd (HH=uur; UT.12 UT=13 MET; 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT
# FH        : Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Hourly mean wind speed (in 0.1 m/s)
# STN,YYYYMMDD,   HH,   FH
  377,20230103,   12,   60
  377,20230103,   13,   60
  377,20230103,   14,   60
  377,20230103,   15,   50
  377,20230103,   16,   40
  377,20230103,   17,   40
  377,20230103,   18,   50
  377,20230103,   19,   60
  377,20230103,   20,   60
  377,20230103,   21,   70
  377,20230103,   22,   70
  377,20230103,   23,   80
  377,20230103,   24,   80
  377,20230104,    1,   80
  377,20230104,    2,   90
  377,20230104,    3,  100
  377,20230104,    4,  100
  377,20230104,    5,   90
  377,20230104,    6,   90
  377,20230104,    7,   90
  377,20230104,    8,   90
  377,20230104,    9,  100
  377,20230104,   10,  100
  377,20230104,   11,   90
  377,20230104,   12,  100
  377,20230104,   13,   90
  377,20230104,   14,   90
  377,20230104,   15,   80
  377,20230104,   16,   60
  377,20230104,   17,   80
  377,20230104,   18,   90
  377,20230104,   19,   90
  377,20230104,   20,   80
  377,20230104,   21,   80
  377,20230104,   22,   80
  377,20230104,   23,   80
  377,20230104,   24,   70
  377,20230105,    1,   80
  377,20230105,    2,   70
  377,20230105,    3,   70
  377,20230105,    4,   70
  377,20230105,    5,   60
  377,20230105,    6,   70
  377,20230105,    7,   70
  377,20230105,    8,   60
  377,20230105,    9,   60
  377,20230105,   10,   60
  377,20230105,   11,   60
  377,20230105,   12,   60
  377,20230105,   13,   50
  377,20230105,   14,   40
  377,20230105,   15,   30
  377,20230105,   16,   40
  377,20230105,   17,   30
  377,20230105,   18,   30
  377,20230105,   19,   30
  377,20230105,   20,   40
  377,20230105,   21,   50
  377,20230105,   22,   40
  377,20230105,   23,   50
  377,20230105,   24,   40
  377,20230106,    1,   40
  377,20230106,    2,   50
  377,20230106,    3,   50
  377,20230106,    4,   60
  377,20230106,    5,   70
  377,20230106,    6,   70
  377,20230106,    7,   70
  377,20230106,    8,   70
  377,20230106,    9,   70
  377,20230106,   10,   60
  377,20230106,   11,   50
  377,20230106,   12,   50
  377,20230106,   13,   50
  377,20230106,   14,   40
  377,20230106,   15,   40
  377,20230106,   16,   50
  377,20230106,   17,   40
  377,20230106,   18,   40
  377,20230106,   19,   50
  377,20230106,   20,   60
  377,20230106,   21,   50
  377,20230106,   22,   40
  377,20230106,   23,   40
  377,20230106,   24,   50
  377,20230107,    1,   50
  377,20230107,    2,   50
  377,20230107,    3,   50
  377,20230107,    4,   40
  377,20230107,    5,   60
  377,20230107,    6,   50
  377,20230107,    7,   50
  377,20230107,    8,   60
  377,20230107,    9,   50
  377,20230107,   10,   50
  377,20230107,   11,   60
  377,20230107,   12,   80
  377,20230107,   13,   70
  377,20230107,   14,   70
  377,20230107,   15,   60
  377,20230107,   16,   50
  377,20230107,   17,   70
  377,20230107,   18,   70
  377,20230107,   19,   70
  377,20230107,   20,   70
  377,20230107,   21,   70
  377,20230107,   22,   70
  377,20230107,   23,   60
  377,20230107,   24,   60
  377,20230108,    1,   60
  377,20230108,    2,   60
  377,20230108,    3,   60
  377,20230108,    4,   50
  377,20230108,    5,   60
  377,20230108,    6,   60
  377,20230108,    7,   40
  377,20230108,    8,   40
  377,20230108,    9,   40
  377,20230108,   10,   50
  377,20230108,   11,   30
  377,20230108,   12,   50
  377,20230108,   13,   70
  377,20230108,   14,   80
  377,20230108,   15,   60
  377,20230108,   16,   60
  377,20230108,   17,   50
  377,20230108,   18,   30
  377,20230108,   19,   30
  377,20230108,   20,   30
  377,20230108,   21,   30
  377,20230108,   22,   50
  377,20230108,   23,   50
  377,20230108,   24,   50
  377,20230109,    1,   40
  377,20230109,    2,   50
  377,20230109,    3,   50
  377,20230109,    4,   50
  377,20230109,    5,   60
  377,20230109,    6,   60
  377,20230109,    7,   80
  377,20230109,    8,   80
  377,20230109,    9,   80
  377,20230109,   10,   80
  377,20230109,   11,   70
  377,20230109,   12,   70
  377,20230109,   13,   60
  377,20230109,   14,   50
  377,20230109,   15,   50
  377,20230109,   16,   50
  377,20230109,   17,   40
  377,20230109,   18,   40
  377,20230109,   19,   50
  377,20230109,   20,   50
  377,20230109,   21,   40
  377,20230109,   22,   40
  377,20230109,   23,   40
  377,20230109,   24,   50
  377,20230110,    1,   50
  377,20230110,    2,   50
  377,20230110,    3,   40
  377,20230110,    4,   40
  377,20230110,    5,   40
  377,20230110,    6,   60
  377,20230110,    7,   50
  377,20230110,    8,   50
  377,20230110,    9,   50
  377,20230110,   10,   50
  377,20230110,   11,   50
  377,20230110,   12,   50
  377,20230110,   13,   60
  377,20230110,   14,   70
  377,20230110,   15,   80
  377,20230110,   16,   70
  377,20230110,   17,   80
  377,20230110,   18,   70
  377,20230110,   19,   80
  377,20230110,   20,   80
  377,20230110,   21,   80
  377,20230110,   22,   80
  377,20230110,   23,   80
  377,20230110,   24,   80
  377,20230111,    1,   90
  377,20230111,    2,   80
  377,20230111,    3,   70
  377,20230111,    4,   70
  377,20230111,    5,   70
  377,20230111,    6,   50
  377,20230111,    7,   40
  377,20230111,    8,   40
  377,20230111,    9,   50
  377,20230111,   10,   60
  377,20230111,   11,   50
  377,20230111,   12,   60
  377,20230111,   13,   70
  377,20230111,   14,   60
  377,20230111,   15,   60
  377,20230111,   16,   60
  377,20230111,   17,   60
  377,20230111,   18,   60
  377,20230111,   19,   80
  377,20230111,   20,   90
  377,20230111,   21,   90
  377,20230111,   22,   90
  377,20230111,   23,   60
  377,20230111,   24,   80
  377,20230112,    1,   80
  377,20230112,    2,   80
  377,20230112,    3,   90
  377,20230112,    4,   90
  377,20230112,    5,  100
  377,20230112,    6,  110
  377,20230112,    7,  100
  377,20230112,    8,  100
  377,20230112,    9,  100
  377,20230112,   10,  100
  377,20230112,   11,  100
  377,20230112,   12,  100
  377,20230112,   13,  100
  377,20230112,   14,   90
  377,20230112,   15,  100
  377,20230112,   16,   90
  377,20230112,   17,   90
  377,20230112,   18,   90
  377,20230112,   19,   90
  377,20230112,   20,   80
  377,20230112,   21,   80
  377,20230112,   22,   80
  377,20230112,   23,   80
  377,20230112,   24,   70
  377,20230113,    1,   70
  377,20230113,    2,   70
  377,20230113,    3,   60
  377,20230113,    4,   70
  377,20230113,    5,   70
  377,20230113,    6,   70
  377,20230113,    7,   70
  377,20230113,    8,   70
  377,20230113,    9,   70
  377,20230113,   10,   90
  377,20230113,   11,  100
  377,20230113,   12,   90
  377,20230113,   13,   80
  377,20230113,   14,   80
  377,20230113,   15,   70
  377,20230113,   16,   70
  377,20230113,   17,   60
  377,20230113,   18,   70
  377,20230113,   19,   70
  377,20230113,   20,   70
  377,20230113,   21,   60
  377,20230113,   22,   60
  377,20230113,   23,   60
  377,20230113,   24,   50
  377,20230114,    1,   60
  377,20230114,    2,   60
  377,20230114,    3,   50
  377,20230114,    4,   50
  377,20230114,    5,   50
  377,20230114,    6,   50
  377,20230114,    7,   60
  377,20230114,    8,   70
  377,20230114,    9,   70
  377,20230114,   10,   70
  377,20230114,   11,   80
  377,20230114,   12,  100
  377,20230114,   13,  100
  377,20230114,   14,  100
  377,20230114,   15,  100
  377,20230114,   16,  110
  377,20230114,   17,  100
  377,20230114,   18,  100
  377,20230114,   19,   90
  377,20230114,   20,   80
  377,20230114,   21,   70
  377,20230114,   22,   60
  377,20230114,   23,   80
  377,20230114,   24,   90
  377,20230115,    1,   60
  377,20230115,    2,   50
  377,20230115,    3,   50
  377,20230115,    4,   60
  377,20230115,    5,   70
  377,20230115,    6,   70
  377,20230115,    7,   70
  377,20230115,    8,   70
  377,20230115,    9,   70
  377,20230115,   10,   90
  377,20230115,   11,  100
  377,20230115,   12,  110
  377,20230115,   13,  100
  377,20230115,   14,  100
  377,20230115,   15,   90
  377,20230115,   16,   90
  377,20230115,   17,   80
  377,20230115,   18,   90
  377,20230115,   19,   60
  377,20230115,   20,   60
  377,20230115,   21,   70
  377,20230115,   22,   70
  377,20230115,   23,   70
  377,20230115,   24,   70
  377,20230116,    1,   50
  377,20230116,    2,   40
  377,20230116,    3,   30
  377,20230116,    4,   40
  377,20230116,    5,   40
  377,20230116,    6,   50
  377,20230116,    7,   50
  377,20230116,    8,   50
  377,20230116,    9,   70
  377,20230116,   10,   70
  377,20230116,   11,   70
  377,20230116,   12,   80
  377,20230116,   13,   80
  377,20230116,   14,   70
  377,20230116,   15,   40
  377,20230116,   16,   40
  377,20230116,   17,   30
  377,20230116,   18,   30
  377,20230116,   19,   70
  377,20230116,   20,   80
  377,20230116,   21,   80
  377,20230116,   22,   70
  377,20230116,   23,   80
  377,20230116,   24,   80
  377,20230117,    1,   60
  377,20230117,    2,   60
  377,20230117,    3,   60
  377,20230117,    4,   50
  377,20230117,    5,   40
  377,20230117,    6,   40
  377,20230117,    7,   30
  377,20230117,    8,   30
  377,20230117,    9,   20
  377,20230117,   10,   30
  377,20230117,   11,   20
  377,20230117,   12,   20
  377,20230117,   13,   20
  377,20230117,   14,   10
  377,20230117,   15,   10
  377,20230117,   16,   10
  377,20230117,   17,   10
  377,20230117,   18,    0
  377,20230117,   19,   10
  377,20230117,   20,   10
  377,20230117,   21,   10
  377,20230117,   22,   10
  377,20230117,   23,   10
  377,20230117,   24,   10
  377,20230118,    1,   10
  377,20230118,    2,   10
  377,20230118,    3,   10
  377,20230118,    4,   10
  377,20230118,    5,   10
  377,20230118,    6,   10
  377,20230118,    7,   10
  377,20230118,    8,   20
  377,20230118,    9,   20
  377,20230118,   10,   30
  377,20230118,   11,   30
  377,20230118,   12,   40
  377,20230118,   13,   50
  377,20230118,   14,   50
  377,20230118,   15,   60
  377,20230118,   16,   40
  377,20230118,   17,   40
  377,20230118,   18,   50
  377,20230118,   19,   50
  377,20230118,   20,   50
  377,20230118,   21,   60
  377,20230118,   22,   50
  377,20230118,   23,   50
  377,20230118,   24,   60
  377,20230119,    1,   60
  377,20230119,    2,   60
  377,20230119,    3,   60
  377,20230119,    4,   60
  377,20230119,    5,   50
  377,20230119,    6,   40
  377,20230119,    7,   40
  377,20230119,    8,   50
  377,20230119,    9,   50
  377,20230119,   10,   50
  377,20230119,   11,   50
  377,20230119,   12,   50
  377,20230119,   13,   50
  377,20230119,   14,   50
  377,20230119,   15,   30
  377,20230119,   16,   30
  377,20230119,   17,   20
  377,20230119,   18,   20
  377,20230119,   19,   20
  377,20230119,   20,   30
  377,20230119,   21,   30
  377,20230119,   22,   30
  377,20230119,   23,   30
  377,20230119,   24,   30
  377,20230120,    1,   30
  377,20230120,    2,   40
  377,20230120,    3,   30
  377,20230120,    4,   40
  377,20230120,    5,   40
  377,20230120,    6,   40
  377,20230120,    7,   40
  377,20230120,    8,   40
  377,20230120,    9,   40
  377,20230120,   10,   50
  377,20230120,   11,   40
  377,20230120,   12,   30
  377,20230120,   13,   20
  377,20230120,   14,   10
  377,20230120,   15,   10
  377,20230120,   16,   10
  377,20230120,   17,   20
  377,20230120,   18,   30
  377,20230120,   19,   40
  377,20230120,   20,   40
  377,20230120,   21,   40
  377,20230120,   22,   40
  377,20230120,   23,   30
  377,20230120,   24,   30
  377,20230121,    1,   30
  377,20230121,    2,   30
  377,20230121,    3,   30
  377,20230121,    4,   30
  377,20230121,    5,   30
  377,20230121,    6,   30
  377,20230121,    7,   20
  377,20230121,    8,   20
  377,20230121,    9,   30
  377,20230121,   10,   40
  377,20230121,   11,   40
  377,20230121,   12,   20
  377,20230121,   13,   20
  377,20230121,   14,   20
  377,20230121,   15,   30
  377,20230121,   16,   30
  377,20230121,   17,   20
  377,20230121,   18,   20
  377,20230121,   19,   30
  377,20230121,   20,   20
  377,20230121,   21,   20
  377,20230121,   22,   30
  377,20230121,   23,   30
  377,20230121,   24,   30
  377,20230122,    1,   30
  377,20230122,    2,   30
  377,20230122,    3,   30
  377,20230122,    4,   40
  377,20230122,    5,   30
  377,20230122,    6,   40
  377,20230122,    7,   40
  377,20230122,    8,   30
  377,20230122,    9,   40
  377,20230122,   10,   30
  377,20230122,   11,   30
  377,20230122,   12,   30
  377,20230122,   13,   30
  377,20230122,   14,   30
  377,20230122,   15,   30
  377,20230122,   16,   30
  377,20230122,   17,   20
  377,20230122,   18,   20
  377,20230122,   19,   20
  377,20230122,   20,   20
  377,20230122,   21,   20
  377,20230122,   22,   20
  377,20230122,   23,   20
  377,20230122,   24,   20
  377,20230123,    1,   20
  377,20230123,    2,   20
  377,20230123,    3,   20
  377,20230123,    4,   20
  377,20230123,    5,   20
  377,20230123,    6,   30
  377,20230123,    7,   20
  377,20230123,    8,   20
  377,20230123,    9,   20
  377,20230123,   10,   20
  377,20230123,   11,   20
  377,20230123,   12,   30
  377,20230123,   13,   30
  377,20230123,   14,   30
  377,20230123,   15,   30
  377,20230123,   16,   30
  377,20230123,   17,   30
  377,20230123,   18,   30
  377,20230123,   19,   30
  377,20230123,   20,   30
  377,20230123,   21,   30
  377,20230123,   22,   30
  377,20230123,   23,   40
  377,20230123,   24,   30
  377,20230124,    1,   30
  377,20230124,    2,   40
  377,20230124,    3,   40
  377,20230124,    4,   40
  377,20230124,    5,   40
  377,20230124,    6,   40
  377,20230124,    7,   50
  377,20230124,    8,   40
  377,20230124,    9,   30
  377,20230124,   10,   40
  377,20230124,   11,   40
  377,20230124,   12,   40
  377,20230124,   13,   30
  377,20230124,   14,   30
  377,20230124,   15,   30
  377,20230124,   16,   30
  377,20230124,   17,   20
  377,20230124,   18,   20
  377,20230124,   19,   20
  377,20230124,   20,   20
  377,20230124,   21,   20
  377,20230124,   22,   20
  377,20230124,   23,   20
  377,20230124,   24,   20
  377,20230125,    1,   10
  377,20230125,    2,   20
  377,20230125,    3,   10
  377,20230125,    4,   10
  377,20230125,    5,   10
  377,20230125,    6,   10
  377,20230125,    7,   10
  377,20230125,    8,   10
  377,20230125,    9,   10
  377,20230125,   10,   10
  377,20230125,   11,   10
  377,20230125,   12,   10
  377,20230125,   13,   20
  377,20230125,   14,   20
  377,20230125,   15,   20
  377,20230125,   16,   20
  377,20230125,   17,   30
  377,20230125,   18,   30
  377,20230125,   19,   20
  377,20230125,   20,   20
  377,20230125,   21,   20
  377,20230125,   22,   20
  377,20230125,   23,   20
  377,20230125,   24,   30
  377,20230126,    1,   30
  377,20230126,    2,   20
  377,20230126,    3,   20
  377,20230126,    4,   10
  377,20230126,    5,   10
  377,20230126,    6,   10
  377,20230126,    7,   10
  377,20230126,    8,   10
  377,20230126,    9,   10
  377,20230126,   10,   10
  377,20230126,   11,   20
  377,20230126,   12,   20
  377,20230126,   13,   30
  377,20230126,   14,   20
  377,20230126,   15,   30
  377,20230126,   16,   10
  377,20230126,   17,   10
  377,20230126,   18,   10
  377,20230126,   19,   20
  377,20230126,   20,   20
  377,20230126,   21,   20
  377,20230126,   22,   20
  377,20230126,   23,   20
  377,20230126,   24,   30
  377,20230127,    1,   30
  377,20230127,    2,   40
  377,20230127,    3,   40
  377,20230127,    4,   40
  377,20230127,    5,   50
  377,20230127,    6,   40
  377,20230127,    7,   30
  377,20230127,    8,   30
  377,20230127,    9,   40
  377,20230127,   10,   50
  377,20230127,   11,   40
  377,20230127,   12,   50
  377,20230127,   13,   50
  377,20230127,   14,   40
  377,20230127,   15,   40
  377,20230127,   16,   40
  377,20230127,   17,   40
  377,20230127,   18,   40
  377,20230127,   19,   30
  377,20230127,   20,   30
  377,20230127,   21,   40
  377,20230127,   22,   40
  377,20230127,   23,   30
  377,20230127,   24,   30
  377,20230128,    1,   30
  377,20230128,    2,   20
  377,20230128,    3,   30
  377,20230128,    4,   30
  377,20230128,    5,   30
  377,20230128,    6,   30
  377,20230128,    7,   20
  377,20230128,    8,   20
  377,20230128,    9,   30
  377,20230128,   10,   30
  377,20230128,   11,   30
  377,20230128,   12,   30
  377,20230128,   13,   30
  377,20230128,   14,   20
  377,20230128,   15,   10
  377,20230128,   16,    0
  377,20230128,   17,    0
  377,20230128,   18,   10
  377,20230128,   19,    0
  377,20230128,   20,   10
  377,20230128,   21,   10
  377,20230128,   22,   10
  377,20230128,   23,   10
  377,20230128,   24,   10
  377,20230129,    1,   10
  377,20230129,    2,   20
  377,20230129,    3,   10
  377,20230129,    4,   10
  377,20230129,    5,   20
  377,20230129,    6,   20
  377,20230129,    7,   20
  377,20230129,    8,   30
  377,20230129,    9,   30
  377,20230129,   10,   40
  377,20230129,   11,   40
  377,20230129,   12,   40
  377,20230129,   13,   50
  377,20230129,   14,   50
  377,20230129,   15,   40
  377,20230129,   16,   40
  377,20230129,   17,   50
  377,20230129,   18,   50
  377,20230129,   19,   60
  377,20230129,   20,   60
  377,20230129,   21,   70
  377,20230129,   22,   70
  377,20230129,   23,   70
  377,20230129,   24,   80
  377,20230130,    1,   80
  377,20230130,    2,   70
  377,20230130,    3,   70
  377,20230130,    4,   70
  377,20230130,    5,   60
  377,20230130,    6,   70
  377,20230130,    7,   70
  377,20230130,    8,   60
  377,20230130,    9,   60
  377,20230130,   10,   80
  377,20230130,   11,   90
  377,20230130,   12,   90
  377,20230130,   13,   80
  377,20230130,   14,   80
  377,20230130,   15,   60
  377,20230130,   16,   50
  377,20230130,   17,   40
  377,20230130,   18,   50
  377,20230130,   19,   50
  377,20230130,   20,   30
  377,20230130,   21,   50
  377,20230130,   22,   50
  377,20230130,   23,   40
  377,20230130,   24,   30
  377,20230131,    1,   30
  377,20230131,    2,   30
  377,20230131,    3,   40
  377,20230131,    4,   40
  377,20230131,    5,   50
  377,20230131,    6,   50
  377,20230131,    7,   50
  377,20230131,    8,   60
  377,20230131,    9,   70
  377,20230131,   10,   70
  377,20230131,   11,   80
  377,20230131,   12,   70
  377,20230131,   13,   60
  377,20230131,   14,   50
  377,20230131,   15,   60
  377,20230131,   16,   60
  377,20230131,   17,   50
  377,20230131,   18,   60
  377,20230131,   19,   40
  377,20230131,   20,   40
  377,20230131,   21,   40
  377,20230131,   22,   40
  377,20230131,   23,   40
  377,20230131,   24,   50
  377,20230201,    1,   40
  377,20230201,    2,   40
  377,20230201,    3,   40
  377,20230201,    4,   50
  377,20230201,    5,   60
  377,20230201,    6,   70
  377,20230201,    7,   70
  377,20230201,    8,   70
  377,20230201,    9,   80
  377,20230201,   10,   80
  377,20230201,   11,   90
  377,20230201,   12,   90
  377,20230201,   13,   90
  377,20230201,   14,   90
  377,20230201,   15,  100
  377,20230201,   16,   90
  377,20230201,   17,   90
  377,20230201,   18,   80
  377,20230201,   19,   70
  377,20230201,   20,   80
  377,20230201,   21,   70
  377,20230201,   22,   70
  377,20230201,   23,   60
  377,20230201,   24,   60
  377,20230202,    1,   50
  377,20230202,    2,   60
  377,20230202,    3,   50
  377,20230202,    4,   50
  377,20230202,    5,   60
  377,20230202,    6,   60
  377,20230202,    7,   60
  377,20230202,    8,   60
  377,20230202,    9,   60
  377,20230202,   10,   70
  377,20230202,   11,   60
  377,20230202,   12,   60
  377,20230202,   13,   60
  377,20230202,   14,   70
  377,20230202,   15,   60
  377,20230202,   16,   60
  377,20230202,   17,   50
  377,20230202,   18,   60
  377,20230202,   19,   50
  377,20230202,   20,   50
  377,20230202,   21,   60
  377,20230202,   22,   60
  377,20230202,   23,   60
  377,20230202,   24,   60
  377,20230203,    1,   60
  377,20230203,    2,   60
  377,20230203,    3,   60
  377,20230203,    4,   70
  377,20230203,    5,   70
  377,20230203,    6,   70
  377,20230203,    7,   70
  377,20230203,    8,   70
  377,20230203,    9,   80
  377,20230203,   10,   80
  377,20230203,   11,   70
  377,20230203,   12,   70
  377,20230203,   13,   80
  377,20230203,   14,   80
  377,20230203,   15,   70
  377,20230203,   16,   70
  377,20230203,   17,   60
  377,20230203,   18,   50
  377,20230203,   19,   50
  377,20230203,   20,   50
  377,20230203,   21,   60
  377,20230203,   22,   50
  377,20230203,   23,   50
  377,20230203,   24,   50
  377,20230204,    1,   40
  377,20230204,    2,   30
  377,20230204,    3,   20
  377,20230204,    4,   10
  377,20230204,    5,   20
  377,20230204,    6,   20
  377,20230204,    7,   20
  377,20230204,    8,   10
  377,20230204,    9,   10
  377,20230204,   10,   10
  377,20230204,   11,   10
  377,20230204,   12,   10
  377,20230204,   13,   20
  377,20230204,   14,   20
  377,20230204,   15,   10
  377,20230204,   16,    0
  377,20230204,   17,    0
  377,20230204,   18,   10
  377,20230204,   19,   20
  377,20230204,   20,    0
  377,20230204,   21,   10
  377,20230204,   22,   10
  377,20230204,   23,   10
  377,20230204,   24,   10
  377,20230205,    1,   10
  377,20230205,    2,   20
  377,20230205,    3,   30
  377,20230205,    4,   30
  377,20230205,    5,   40
  377,20230205,    6,   40
  377,20230205,    7,   40
  377,20230205,    8,   60
  377,20230205,    9,   60
  377,20230205,   10,   60
  377,20230205,   11,   60
  377,20230205,   12,   60
  377,20230205,   13,   60
  377,20230205,   14,   50
  377,20230205,   15,   50
  377,20230205,   16,   40
  377,20230205,   17,   30
  377,20230205,   18,   30
  377,20230205,   19,   20
  377,20230205,   20,   20
  377,20230205,   21,   30
  377,20230205,   22,   20
  377,20230205,   23,   20
  377,20230205,   24,   20
  377,20230206,    1,   20
  377,20230206,    2,   20
  377,20230206,    3,   20
  377,20230206,    4,   10
  377,20230206,    5,   10
  377,20230206,    6,   10
  377,20230206,    7,   10
  377,20230206,    8,   20
  377,20230206,    9,   20
  377,20230206,   10,   10
  377,20230206,   11,   10
  377,20230206,   12,   10
  377,20230206,   13,   20
  377,20230206,   14,   20
  377,20230206,   15,   20
  377,20230206,   16,   10
  377,20230206,   17,   10
  377,20230206,   18,   10
  377,20230206,   19,   10
  377,20230206,   20,   10
  377,20230206,   21,   10
  377,20230206,   22,   20
  377,20230206,   23,   20
  377,20230206,   24,   20
  377,20230207,    1,   20
  377,20230207,    2,   20
  377,20230207,    3,   20
  377,20230207,    4,   20
  377,20230207,    5,   20
  377,20230207,    6,   20
  377,20230207,    7,   20
  377,20230207,    8,   20
  377,20230207,    9,   20
  377,20230207,   10,   20
  377,20230207,   11,   20
  377,20230207,   12,   30
  377,20230207,   13,   30
  377,20230207,   14,   30
  377,20230207,   15,   30
  377,20230207,   16,   30
  377,20230207,   17,   20
  377,20230207,   18,   10
  377,20230207,   19,   20
  377,20230207,   20,   10
  377,20230207,   21,   20
  377,20230207,   22,   20
  377,20230207,   23,   20
  377,20230207,   24,   20
  377,20230208,    1,   10
  377,20230208,    2,    0
  377,20230208,    3,   10
  377,20230208,    4,   10
  377,20230208,    5,   10
  377,20230208,    6,   10
  377,20230208,    7,   10
  377,20230208,    8,   10
  377,20230208,    9,   10
  377,20230208,   10,   10
  377,20230208,   11,   20
  377,20230208,   12,   30
  377,20230208,   13,   30
  377,20230208,   14,   30
  377,20230208,   15,   30
  377,20230208,   16,   30
  377,20230208,   17,   10
  377,20230208,   18,   10
  377,20230208,   19,   20
  377,20230208,   20,   20
  377,20230208,   21,   20
  377,20230208,   22,   20
  377,20230208,   23,   10
  377,20230208,   24,   20
  377,20230209,    1,   10
  377,20230209,    2,   10
  377,20230209,    3,   10
  377,20230209,    4,   20
  377,20230209,    5,   20
  377,20230209,    6,   20
  377,20230209,    7,   10
  377,20230209,    8,   20
  377,20230209,    9,   10
  377,20230209,   10,   30
  377,20230209,   11,   40
  377,20230209,   12,   40
  377,20230209,   13,   40
  377,20230209,   14,   30
  377,20230209,   15,   30
  377,20230209,   16,   30
  377,20230209,   17,   30
  377,20230209,   18,   30
  377,20230209,   19,   30
  377,20230209,   20,   30
  377,20230209,   21,   20
  377,20230209,   22,   30
