# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
"# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result, these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>."
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 240         4.790       52.318      -3.30       Schiphol    
# FH        : Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken / Hourly mean wind speed (in 0.1 m/s)
# STN,YYYYMMDD,H,   FH
  240,20220101,    1,   40
  240,20220101,    2,   50
  240,20220101,    3,   40
  240,20220101,    4,   40
  240,20220101,    5,   50
  240,20220101,    6,   50
  240,20220101,    7,   50
  240,20220101,    8,   50
  240,20220101,    9,   50
  240,20220101,   10,   50
  240,20220101,   11,   60
  240,20220101,   12,   60
  240,20220101,   13,   60
  240,20220101,   14,   60
  240,20220101,   15,   60
  240,20220101,   16,   60
  240,20220101,   17,   60
  240,20220101,   18,   60
  240,20220101,   19,   60
  240,20220101,   20,   60
  240,20220101,   21,   60
  240,20220101,   22,   50
  240,20220101,   23,   60
  240,20220101,   24,   50
  240,20220102,    1,   50
  240,20220102,    2,   60
  240,20220102,    3,   60
  240,20220102,    4,   70
  240,20220102,    5,   70
  240,20220102,    6,   80
  240,20220102,    7,   70
  240,20220102,    8,   70
  240,20220102,    9,  100
  240,20220102,   10,  110
  240,20220102,   11,  130
  240,20220102,   12,  120
  240,20220102,   13,  110
  240,20220102,   14,  100
  240,20220102,   15,  100
  240,20220102,   16,   70
  240,20220102,   17,   70
  240,20220102,   18,   70
  240,20220102,   19,   80
  240,20220102,   20,  100
  240,20220102,   21,  130
  240,20220102,   22,  120
  240,20220102,   23,  110
  240,20220102,   24,  110
  240,20220103,    1,  110
  240,20220103,    2,  100
  240,20220103,    3,  100
  240,20220103,    4,  100
  240,20220103,    5,  100
  240,20220103,    6,   90
  240,20220103,    7,  100
  240,20220103,    8,  110
  240,20220103,    9,  100
  240,20220103,   10,  100
  240,20220103,   11,   90
  240,20220103,   12,  100
  240,20220103,   13,  100
  240,20220103,   14,   90
  240,20220103,   15,   80
  240,20220103,   16,   80
  240,20220103,   17,   80
  240,20220103,   18,   70
  240,20220103,   19,   60
  240,20220103,   20,   60
  240,20220103,   21,   60
  240,20220103,   22,   60
  240,20220103,   23,   50
  240,20220103,   24,   50
  240,20220104,    1,   50
  240,20220104,    2,   60
  240,20220104,    3,   50
  240,20220104,    4,   50
  240,20220104,    5,   50
  240,20220104,    6,   50
  240,20220104,    7,   50
  240,20220104,    8,   50
  240,20220104,    9,   40
  240,20220104,   10,   50
  240,20220104,   11,   50
  240,20220104,   12,   40
  240,20220104,   13,   50
  240,20220104,   14,   40
  240,20220104,   15,   30
  240,20220104,   16,   30
  240,20220104,   17,   20
  240,20220104,   18,   30
  240,20220104,   19,   50
  240,20220104,   20,   30
  240,20220104,   21,   40
  240,20220104,   22,   60
  240,20220104,   23,   60
  240,20220104,   24,   60
  240,20220105,    1,   70
  240,20220105,    2,   80
  240,20220105,    3,   80
  240,20220105,    4,   90
  240,20220105,    5,  100
  240,20220105,    6,   90
  240,20220105,    7,  110
  240,20220105,    8,  110
  240,20220105,    9,  120
  240,20220105,   10,  120
  240,20220105,   11,  130
  240,20220105,   12,  120
  240,20220105,   13,  110
  240,20220105,   14,  100
  240,20220105,   15,   90
  240,20220105,   16,   80
  240,20220105,   17,   70
  240,20220105,   18,   70
  240,20220105,   19,   60
  240,20220105,   20,   60
  240,20220105,   21,   60
  240,20220105,   22,   60
  240,20220105,   23,   60
  240,20220105,   24,   60
  240,20220106,    1,   40
  240,20220106,    2,   20
  240,20220106,    3,   20
  240,20220106,    4,   20
  240,20220106,    5,   20
  240,20220106,    6,   10
  240,20220106,    7,   10
  240,20220106,    8,   20
  240,20220106,    9,   10
  240,20220106,   10,   20
  240,20220106,   11,   40
  240,20220106,   12,   30
  240,20220106,   13,   30
  240,20220106,   14,   50
  240,20220106,   15,   50
  240,20220106,   16,   50
  240,20220106,   17,   50
  240,20220106,   18,   50
  240,20220106,   19,   70
  240,20220106,   20,   80
  240,20220106,   21,   80
  240,20220106,   22,   80
  240,20220106,   23,   80
  240,20220106,   24,  100
  240,20220107,    1,   80
  240,20220107,    2,   80
  240,20220107,    3,   80
  240,20220107,    4,   90
  240,20220107,    5,   80
  240,20220107,    6,   70
  240,20220107,    7,   70
  240,20220107,    8,   70
  240,20220107,    9,   60
  240,20220107,   10,   80
  240,20220107,   11,   60
  240,20220107,   12,   70
  240,20220107,   13,   60
  240,20220107,   14,   60
  240,20220107,   15,   60
  240,20220107,   16,   50
  240,20220107,   17,   50
  240,20220107,   18,   40
  240,20220107,   19,   30
  240,20220107,   20,   30
  240,20220107,   21,   40
  240,20220107,   22,   40
  240,20220107,   23,   20
  240,20220107,   24,   30
  240,20220108,    1,   30
  240,20220108,    2,   30
  240,20220108,    3,   30
  240,20220108,    4,   40
  240,20220108,    5,   40
  240,20220108,    6,   40
  240,20220108,    7,   40
  240,20220108,    8,   40
  240,20220108,    9,   50
  240,20220108,   10,   60
  240,20220108,   11,   70
  240,20220108,   12,   70
  240,20220108,   13,   90
  240,20220108,   14,  100
  240,20220108,   15,  100
  240,20220108,   16,  100
  240,20220108,   17,  100
  240,20220108,   18,   90
  240,20220108,   19,   80
  240,20220108,   20,   80
  240,20220108,   21,   70
  240,20220108,   22,   50
  240,20220108,   23,   30
  240,20220108,   24,   90
  240,20220109,    1,  100
  240,20220109,    2,  100
  240,20220109,    3,   90
  240,20220109,    4,  100
  240,20220109,    5,   90
  240,20220109,    6,   80
  240,20220109,    7,   70
  240,20220109,    8,   80
  240,20220109,    9,   60
  240,20220109,   10,   70
  240,20220109,   11,   80
  240,20220109,   12,   60
  240,20220109,   13,   70
  240,20220109,   14,   70
  240,20220109,   15,   60
  240,20220109,   16,   50
  240,20220109,   17,   40
  240,20220109,   18,   40
  240,20220109,   19,   30
  240,20220109,   20,   30
  240,20220109,   21,   30
  240,20220109,   22,   20
  240,20220109,   23,   20
  240,20220109,   24,   20
  240,20220110,    1,   30
  240,20220110,    2,   20
  240,20220110,    3,   20
  240,20220110,    4,   20
  240,20220110,    5,   20
  240,20220110,    6,   20
  240,20220110,    7,   20
  240,20220110,    8,   20
  240,20220110,    9,   10
  240,20220110,   10,   20
  240,20220110,   11,   20
  240,20220110,   12,   20
  240,20220110,   13,   20
  240,20220110,   14,   30
  240,20220110,   15,   30
  240,20220110,   16,   20
  240,20220110,   17,   30
  240,20220110,   18,   40
  240,20220110,   19,   20
  240,20220110,   20,   30
  240,20220110,   21,   40
  240,20220110,   22,   30
  240,20220110,   23,   40
  240,20220110,   24,   40
  240,20220111,    1,   40
  240,20220111,    2,   40
  240,20220111,    3,   50
  240,20220111,    4,   50
  240,20220111,    5,   50
  240,20220111,    6,   50
  240,20220111,    7,   50
  240,20220111,    8,   50
  240,20220111,    9,   50
  240,20220111,   10,   50
  240,20220111,   11,   50
  240,20220111,   12,   60
  240,20220111,   13,   50
  240,20220111,   14,   50
  240,20220111,   15,   40
  240,20220111,   16,   30
  240,20220111,   17,   30
  240,20220111,   18,   30
  240,20220111,   19,   30
  240,20220111,   20,   30
  240,20220111,   21,   30
  240,20220111,   22,   30
  240,20220111,   23,   30
  240,20220111,   24,   20
  240,20220112,    1,   20
  240,20220112,    2,   20
  240,20220112,    3,   10
  240,20220112,    4,    0
  240,20220112,    5,   10
  240,20220112,    6,   10
  240,20220112,    7,    0
  240,20220112,    8,   10
  240,20220112,    9,   10
  240,20220112,   10,   20
  240,20220112,   11,   20
  240,20220112,   12,   20
  240,20220112,   13,   20
  240,20220112,   14,   20
  240,20220112,   15,   30
  240,20220112,   16,   30
  240,20220112,   17,   30
  240,20220112,   18,   30
  240,20220112,   19,   30
  240,20220112,   20,   30
  240,20220112,   21,   30
  240,20220112,   22,   30
  240,20220112,   23,   30
  240,20220112,   24,   40
  240,20220113,    1,   40
  240,20220113,    2,   30
  240,20220113,    3,   40
  240,20220113,    4,   30
  240,20220113,    5,   40
  240,20220113,    6,   40
  240,20220113,    7,   40
  240,20220113,    8,   40
  240,20220113,    9,   40
  240,20220113,   10,   40
  240,20220113,   11,   50
  240,20220113,   12,   50
  240,20220113,   13,   50
  240,20220113,   14,   50
  240,20220113,   15,   50
  240,20220113,   16,   50
  240,20220113,   17,   40
  240,20220113,   18,   40
  240,20220113,   19,   40
  240,20220113,   20,   40
  240,20220113,   21,   30
  240,20220113,   22,   30
  240,20220113,   23,   40
  240,20220113,   24,   50
  240,20220114,    1,   40
  240,20220114,    2,   30
  240,20220114,    3,   30
  240,20220114,    4,   30
  240,20220114,    5,   30
  240,20220114,    6,   30
  240,20220114,    7,   20
  240,20220114,    8,   30
  240,20220114,    9,   40
  240,20220114,   10,   30
  240,20220114,   11,   30
  240,20220114,   12,   30
  240,20220114,   13,   20
  240,20220114,   14,   10
  240,20220114,   15,   20
  240,20220114,   16,   10
  240,20220114,   17,   10
  240,20220114,   18,   10
  240,20220114,   19,   10
  240,20220114,   20,   10
  240,20220114,   21,   10
  240,20220114,   22,   10
  240,20220114,   23,   10
  240,20220114,   24,   10
  240,20220115,    1,   20
  240,20220115,    2,   20
  240,20220115,    3,   30
  240,20220115,    4,   30
  240,20220115,    5,   40
  240,20220115,    6,   40
  240,20220115,    7,   50
  240,20220115,    8,   40
  240,20220115,    9,   40
  240,20220115,   10,   40
  240,20220115,   11,   40
  240,20220115,   12,   50
  240,20220115,   13,   50
  240,20220115,   14,   40
  240,20220115,   15,   40
  240,20220115,   16,   40
  240,20220115,   17,   40
  240,20220115,   18,   40
  240,20220115,   19,   40
  240,20220115,   20,   40
  240,20220115,   21,   30
  240,20220115,   22,   30
  240,20220115,   23,   30
  240,20220115,   24,   40
  240,20220116,    1,   40
  240,20220116,    2,   50
  240,20220116,    3,   40
  240,20220116,    4,   40
  240,20220116,    5,   40
  240,20220116,    6,   40
  240,20220116,    7,   60
  240,20220116,    8,   60
  240,20220116,    9,   60
  240,20220116,   10,   60
  240,20220116,   11,   60
  240,20220116,   12,   60
  240,20220116,   13,   60
  240,20220116,   14,   70
  240,20220116,   15,   70
  240,20220116,   16,   60
  240,20220116,   17,   50
  240,20220116,   18,   40
  240,20220116,   19,   40
  240,20220116,   20,   40
  240,20220116,   21,   50
  240,20220116,   22,   50
  240,20220116,   23,   50
  240,20220116,   24,   50
  240,20220117,    1,   50
  240,20220117,    2,   50
  240,20220117,    3,   50
  240,20220117,    4,   50
  240,20220117,    5,   50
  240,20220117,    6,   50
  240,20220117,    7,   50
  240,20220117,    8,   60
  240,20220117,    9,   60
  240,20220117,   10,   70
  240,20220117,   11,   70
  240,20220117,   12,   80
  240,20220117,   13,   70
  240,20220117,   14,   80
  240,20220117,   15,   70
  240,20220117,   16,   60
  240,20220117,   17,   50
  240,20220117,   18,   40
  240,20220117,   19,   30
  240,20220117,   20,   30
  240,20220117,   21,   20
  240,20220117,   22,   30
  240,20220117,   23,   20
  240,20220117,   24,   10
  240,20220118,    1,   10
  240,20220118,    2,   10
  240,20220118,    3,   10
  240,20220118,    4,   10
  240,20220118,    5,    0
  240,20220118,    6,   10
  240,20220118,    7,   20
  240,20220118,    8,   20
  240,20220118,    9,   20
  240,20220118,   10,   30
  240,20220118,   11,   30
  240,20220118,   12,   30
  240,20220118,   13,   40
  240,20220118,   14,   40
  240,20220118,   15,   40
  240,20220118,   16,   30
  240,20220118,   17,   30
  240,20220118,   18,   20
  240,20220118,   19,   40
  240,20220118,   20,   20
  240,20220118,   21,   20
  240,20220118,   22,   20
  240,20220118,   23,   20
  240,20220118,   24,   10
  240,20220119,    1,   10
  240,20220119,    2,   10
  240,20220119,    3,   20
  240,20220119,    4,   20
  240,20220119,    5,   10
  240,20220119,    6,   20
  240,20220119,    7,   40
  240,20220119,    8,   40
  240,20220119,    9,   50
  240,20220119,   10,   60
  240,20220119,   11,   50
  240,20220119,   12,   60
  240,20220119,   13,   70
  240,20220119,   14,   70
  240,20220119,   15,   70
  240,20220119,   16,   60
  240,20220119,   17,   70
  240,20220119,   18,   60
  240,20220119,   19,   60
  240,20220119,   20,   50
  240,20220119,   21,   60
  240,20220119,   22,   50
  240,20220119,   23,   60
  240,20220119,   24,   70
  240,20220120,    1,   70
  240,20220120,    2,   80
  240,20220120,    3,   90
  240,20220120,    4,   70
  240,20220120,    5,   70
  240,20220120,    6,   70
  240,20220120,    7,   60
  240,20220120,    8,   60
  240,20220120,    9,   60
  240,20220120,   10,   60
  240,20220120,   11,   60
  240,20220120,   12,   80
  240,20220120,   13,   80
  240,20220120,   14,   80
  240,20220120,   15,   70
  240,20220120,   16,   70
  240,20220120,   17,   70
  240,20220120,   18,   60
  240,20220120,   19,   50
  240,20220120,   20,   40
  240,20220120,   21,   40
  240,20220120,   22,   40
  240,20220120,   23,   30
  240,20220120,   24,   30
  240,20220121,    1,   40
  240,20220121,    2,   40
  240,20220121,    3,   20
  240,20220121,    4,   10
  240,20220121,    5,   20
  240,20220121,    6,   30
  240,20220121,    7,   30
  240,20220121,    8,   20
  240,20220121,    9,   30
  240,20220121,   10,   50
  240,20220121,   11,   60
  240,20220121,   12,   60
  240,20220121,   13,   70
  240,20220121,   14,   60
  240,20220121,   15,   60
  240,20220121,   16,   50
  240,20220121,   17,   50
  240,20220121,   18,   50
  240,20220121,   19,   50
  240,20220121,   20,   50
  240,20220121,   21,   50
  240,20220121,   22,   50
  240,20220121,   23,   40
  240,20220121,   24,   40
  240,20220122,    1,   40
  240,20220122,    2,   40
  240,20220122,    3,   30
  240,20220122,    4,   20
  240,20220122,    5,   40
  240,20220122,    6,   30
  240,20220122,    7,   40
  240,20220122,    8,   50
  240,20220122,    9,   40
  240,20220122,   10,   40
  240,20220122,   11,   40
  240,20220122,   12,   40
  240,20220122,   13,   50
  240,20220122,   14,   50
  240,20220122,   15,   40
  240,20220122,   16,   30
  240,20220122,   17,   40
  240,20220122,   18,   40
  240,20220122,   19,   30
  240,20220122,   20,   20
  240,20220122,   21,   30
  240,20220122,   22,   30
  240,20220122,   23,   20
  240,20220122,   24,   20
  240,20220123,    1,   20
  240,20220123,    2,   20
  240,20220123,    3,   20
  240,20220123,    4,    0
  240,20220123,    5,   10
  240,20220123,    6,   20
  240,20220123,    7,   20
  240,20220123,    8,   10
  240,20220123,    9,   20
  240,20220123,   10,   20
  240,20220123,   11,   20
  240,20220123,   12,   20
  240,20220123,   13,   20
  240,20220123,   14,   20
  240,20220123,   15,   20
  240,20220123,   16,   20
  240,20220123,   17,   30
  240,20220123,   18,   20
  240,20220123,   19,   20
  240,20220123,   20,   20
  240,20220123,   21,   20
  240,20220123,   22,   20
  240,20220123,   23,   20
  240,20220123,   24,   20
  240,20220124,    1,   20
  240,20220124,    2,   10
  240,20220124,    3,   20
  240,20220124,    4,   10
  240,20220124,    5,   10
  240,20220124,    6,   20
  240,20220124,    7,   20
  240,20220124,    8,   20
  240,20220124,    9,   20
  240,20220124,   10,   20
  240,20220124,   11,   20
  240,20220124,   12,   10
  240,20220124,   13,   10
  240,20220124,   14,   10
  240,20220124,   15,   10
  240,20220124,   16,   20
  240,20220124,   17,   10
  240,20220124,   18,   20
  240,20220124,   19,   20
  240,20220124,   20,   20
  240,20220124,   21,   20
  240,20220124,   22,   20
  240,20220124,   23,   10
  240,20220124,   24,   10
  240,20220125,    1,   10
  240,20220125,    2,   10
  240,20220125,    3,   10
  240,20220125,    4,   10
  240,20220125,    5,   10
  240,20220125,    6,   10
  240,20220125,    7,   10
  240,20220125,    8,   10
  240,20220125,    9,   10
  240,20220125,   10,   10
  240,20220125,   11,   10
  240,20220125,   12,   20
  240,20220125,   13,   30
  240,20220125,   14,   20
  240,20220125,   15,   20
  240,20220125,   16,   10
  240,20220125,   17,   20
  240,20220125,   18,   20
  240,20220125,   19,   20
  240,20220125,   20,   20
  240,20220125,   21,   20
  240,20220125,   22,   20
  240,20220125,   23,   10
  240,20220125,   24,   10
  240,20220126,    1,   20
  240,20220126,    2,   30
  240,20220126,    3,   30
  240,20220126,    4,   40
  240,20220126,    5,   50
  240,20220126,    6,   40
  240,20220126,    7,   60
  240,20220126,    8,   50
  240,20220126,    9,   50
  240,20220126,   10,   40
  240,20220126,   11,   30
  240,20220126,   12,   50
  240,20220126,   13,   50
  240,20220126,   14,   50
  240,20220126,   15,   50
  240,20220126,   16,   60
  240,20220126,   17,   60
  240,20220126,   18,   60
  240,20220126,   19,   50
  240,20220126,   20,   70
  240,20220126,   21,   70
  240,20220126,   22,   80
  240,20220126,   23,   70
  240,20220126,   24,   70
  240,20220127,    1,   90
  240,20220127,    2,   80
  240,20220127,    3,   70
  240,20220127,    4,   70
  240,20220127,    5,   90
  240,20220127,    6,   90
  240,20220127,    7,   90
  240,20220127,    8,   90
  240,20220127,    9,   90
  240,20220127,   10,   80
  240,20220127,   11,   80
  240,20220127,   12,   90
  240,20220127,   13,   90
  240,20220127,   14,   90
  240,20220127,   15,   90
  240,20220127,   16,   90
  240,20220127,   17,   80
  240,20220127,   18,   80
  240,20220127,   19,   70
  240,20220127,   20,   70
  240,20220127,   21,   70
  240,20220127,   22,   80
  240,20220127,   23,   70
  240,20220127,   24,   70
  240,20220128,    1,   70
  240,20220128,    2,   60
  240,20220128,    3,   70
  240,20220128,    4,   60
  240,20220128,    5,   50
  240,20220128,    6,   40
  240,20220128,    7,   30
  240,20220128,    8,   20
  240,20220128,    9,   20
  240,20220128,   10,   30
  240,20220128,   11,   20
  240,20220128,   12,   30
  240,20220128,   13,   40
  240,20220128,   14,   50
  240,20220128,   15,   50
  240,20220128,   16,   60
  240,20220128,   17,   60
  240,20220128,   18,   60
  240,20220128,   19,   60
  240,20220128,   20,   50
  240,20220128,   21,   70
  240,20220128,   22,   80
  240,20220128,   23,   80
  240,20220128,   24,   90
  240,20220129,    1,   90
  240,20220129,    2,   80
  240,20220129,    3,   90
  240,20220129,    4,   80
  240,20220129,    5,   80
  240,20220129,    6,   70
  240,20220129,    7,   80
  240,20220129,    8,   80
  240,20220129,    9,   90
  240,20220129,   10,  110
  240,20220129,   11,  120
  240,20220129,   12,  110
  240,20220129,   13,  120
  240,20220129,   14,  130
  240,20220129,   15,  130
  240,20220129,   16,  120
  240,20220129,   17,  110
  240,20220129,   18,  110
  240,20220129,   19,  110
  240,20220129,   20,  110
  240,20220129,   21,  110
  240,20220129,   22,   90
  240,20220129,   23,   90
  240,20220129,   24,  100
  240,20220130,    1,   90
  240,20220130,    2,   90
  240,20220130,    3,   90
  240,20220130,    4,   90
  240,20220130,    5,   90
  240,20220130,    6,   70
  240,20220130,    7,   60
  240,20220130,    8,   60
  240,20220130,    9,   50
  240,20220130,   10,   60
  240,20220130,   11,   60
  240,20220130,   12,   60
  240,20220130,   13,   60
  240,20220130,   14,   50
  240,20220130,   15,   40
  240,20220130,   16,   30
  240,20220130,   17,   40
  240,20220130,   18,   40
  240,20220130,   19,   40
  240,20220130,   20,   50
  240,20220130,   21,   50
  240,20220130,   22,   60
  240,20220130,   23,   70
  240,20220130,   24,   80
  240,20220131,    1,   80
  240,20220131,    2,  100
  240,20220131,    3,  120
  240,20220131,    4,  120
  240,20220131,    5,  130
  240,20220131,    6,  140
  240,20220131,    7,  140
  240,20220131,    8,  150
  240,20220131,    9,  170
  240,20220131,   10,  170
  240,20220131,   11,  160
  240,20220131,   12,  170
  240,20220131,   13,  160
  240,20220131,   14,  150
  240,20220131,   15,  150
  240,20220131,   16,  140
  240,20220131,   17,  120
  240,20220131,   18,  100
  240,20220131,   19,  100
  240,20220131,   20,   90
  240,20220131,   21,   80
  240,20220131,   22,   70
  240,20220131,   23,   60
  240,20220131,   24,   60
  240,20220201,    1,   50
  240,20220201,    2,   40
  240,20220201,    3,   50
  240,20220201,    4,   50
  240,20220201,    5,   60
  240,20220201,    6,   60
  240,20220201,    7,   80
  240,20220201,    8,   90
  240,20220201,    9,  100
  240,20220201,   10,  100
  240,20220201,   11,  100
  240,20220201,   12,  100
  240,20220201,   13,  110
  240,20220201,   14,  110
  240,20220201,   15,  100
  240,20220201,   16,  120
  240,20220201,   17,  110
  240,20220201,   18,  100
  240,20220201,   19,  100
  240,20220201,   20,  110
  240,20220201,   21,  100
  240,20220201,   22,  100
  240,20220201,   23,   90
  240,20220201,   24,  100
  240,20220202,    1,   90
  240,20220202,    2,   90
  240,20220202,    3,   90
  240,20220202,    4,   80
  240,20220202,    5,   80
  240,20220202,    6,   60
  240,20220202,    7,   60
  240,20220202,    8,   40
  240,20220202,    9,   50
  240,20220202,   10,   60
  240,20220202,   11,   50
  240,20220202,   12,   50
  240,20220202,   13,   40
  240,20220202,   14,   30
  240,20220202,   15,   40
  240,20220202,   16,   40
  240,20220202,   17,   40
  240,20220202,   18,   40
  240,20220202,   19,   50
  240,20220202,   20,   50
  240,20220202,   21,   50
  240,20220202,   22,   50
  240,20220202,   23,   40
  240,20220202,   24,   50
  240,20220203,    1,   50
  240,20220203,    2,   40
  240,20220203,    3,   60
  240,20220203,    4,   50
  240,20220203,    5,   60
  240,20220203,    6,   60
  240,20220203,    7,   70
  240,20220203,    8,   70
  240,20220203,    9,   70
  240,20220203,   10,   70
  240,20220203,   11,   70
  240,20220203,   12,   60
  240,20220203,   13,   70
  240,20220203,   14,   70
  240,20220203,   15,   70
  240,20220203,   16,   60
  240,20220203,   17,   60
  240,20220203,   18,   60
  240,20220203,   19,   60
  240,20220203,   20,   50
  240,20220203,   21,   40
  240,20220203,   22,   50
  240,20220203,   23,   50
  240,20220203,   24,   50
  240,20220204,    1,   60
  240,20220204,    2,   60
  240,20220204,    3,   60
  240,20220204,    4,   70
  240,20220204,    5,   70
  240,20220204,    6,   80
  240,20220204,    7,   80
  240,20220204,    8,  100
  240,20220204,    9,  100
  240,20220204,   10,  110
  240,20220204,   11,  120
  240,20220204,   12,  120
  240,20220204,   13,  100
  240,20220204,   14,   90
  240,20220204,   15,   80
  240,20220204,   16,   70
  240,20220204,   17,   70
  240,20220204,   18,   80
  240,20220204,   19,   80
  240,20220204,   20,   90
  240,20220204,   21,   90
  240,20220204,   22,   90
  240,20220204,   23,  100
  240,20220204,   24,  100
  240,20220205,    1,   90
  240,20220205,    2,   90
  240,20220205,    3,   80
  240,20220205,    4,   70
  240,20220205,    5,   80
  240,20220205,    6,   70
  240,20220205,    7,   60
  240,20220205,    8,   60
  240,20220205,    9,   70
  240,20220205,   10,   90
  240,20220205,   11,   90
  240,20220205,   12,   90
  240,20220205,   13,  100
  240,20220205,   14,  110
  240,20220205,   15,  110
  240,20220205,   16,  120
  240,20220205,   17,  120
  240,20220205,   18,  120
  240,20220205,   19,  120
  240,20220205,   20,  130
  240,20220205,   21,  140
  240,20220205,   22,  150
  240,20220205,   23,  140
  240,20220205,   24,  150
  240,20220206,    1,  150
  240,20220206,    2,  140
  240,20220206,    3,  150
  240,20220206,    4,  140
  240,20220206,    5,  140
  240,20220206,    6,  140
  240,20220206,    7,  140
  240,20220206,    8,  140
  240,20220206,    9,  150
  240,20220206,   10,  160
  240,20220206,   11,  140
  240,20220206,   12,   70
  240,20220206,   13,   90
  240,20220206,   14,  110
  240,20220206,   15,  110
  240,20220206,   16,   90
  240,20220206,   17,  100
  240,20220206,   18,  100
  240,20220206,   19,  110
  240,20220206,   20,  100
  240,20220206,   21,  120
  240,20220206,   22,  120
  240,20220206,   23,  120
  240,20220206,   24,  110
  240,20220207,    1,  120
  240,20220207,    2,  100
  240,20220207,    3,  110
  240,20220207,    4,  110
  240,20220207,    5,  110
  240,20220207,    6,   80
  240,20220207,    7,   70
  240,20220207,    8,   70
  240,20220207,    9,   60
  240,20220207,   10,   80
  240,20220207,   11,   90
  240,20220207,   12,   80
  240,20220207,   13,   80
  240,20220207,   14,   90
  240,20220207,   15,   80
  240,20220207,   16,   80
  240,20220207,   17,   60
  240,20220207,   18,   70
  240,20220207,   19,   60
  240,20220207,   20,   50
  240,20220207,   21,   60
  240,20220207,   22,   70
  240,20220207,   23,   80
  240,20220207,   24,   90
  240,20220208,    1,   90
  240,20220208,    2,   90
  240,20220208,    3,  100
  240,20220208,    4,   90
  240,20220208,    5,  100
  240,20220208,    6,  100
  240,20220208,    7,  100
  240,20220208,    8,   90
  240,20220208,    9,   90
  240,20220208,   10,  100
  240,20220208,   11,  100
  240,20220208,   12,  100
  240,20220208,   13,  110
  240,20220208,   14,  100
  240,20220208,   15,   90
  240,20220208,   16,   90
  240,20220208,   17,   90
  240,20220208,   18,   80
  240,20220208,   19,   70
  240,20220208,   20,   50
  240,20220208,   21,   70
  240,20220208,   22,   60
  240,20220208,   23,   60
  240,20220208,   24,   60
  240,20220209,    1,   50
  240,20220209,    2,   60
  240,20220209,    3,   70
  240,20220209,    4,   80
  240,20220209,    5,   80
  240,20220209,    6,   80
  240,20220209,    7,   80
  240,20220209,    8,   80
  240,20220209,    9,   80
  240,20220209,   10,   80
  240,20220209,   11,   90
  240,20220209,   12,   90
  240,20220209,   13,   90
  240,20220209,   14,   80
  240,20220209,   15,   80
  240,20220209,   16,   60
  240,20220209,   17,   50
  240,20220209,   18,   40
  240,20220209,   19,   40
  240,20220209,   20,   40
  240,20220209,   21,   40
  240,20220209,   22,   40
  240,20220209,   23,   40
  240,20220209,   24,   30
  240,20220210,    1,   30
  240,20220210,    2,   30
  240,20220210,    3,   30
  240,20220210,    4,   30
  240,20220210,    5,   30
  240,20220210,    6,   30
  240,20220210,    7,   20
  240,20220210,    8,   20
  240,20220210,    9,   30
  240,20220210,   10,   40
  240,20220210,   11,   50
  240,20220210,   12,   60
  240,20220210,   13,   60
  240,20220210,   14,   60
  240,20220210,   15,   70
  240,20220210,   16,   60
  240,20220210,   17,   50
  240,20220210,   18,   40
  240,20220210,   19,   50
  240,20220210,   20,   50
  240,20220210,   21,   60
  240,20220210,   22,   60
  240,20220210,   23,   70
  240,20220210,   24,   80
  240,20220211,    1,   80
  240,20220211,    2,   90
  240,20220211,    3,  100
  240,20220211,    4,  110
  240,20220211,    5,  110
  240,20220211,    6,  100
  240,20220211,    7,   90
  240,20220211,    8,   70
  240,20220211,    9,   80
  240,20220211,   10,   80
  240,20220211,   11,   80
  240,20220211,   12,   90
  240,20220211,   13,   70
  240,20220211,   14,   60
  240,20220211,   15,   50
  240,20220211,   16,   40
  240,20220211,   17,   30
  240,20220211,   18,   20
  240,20220211,   19,   10
  240,20220211,   20,   10
  240,20220211,   21,   10
  240,20220211,   22,   20
  240,20220211,   23,   20
  240,20220211,   24,   20
  240,20220212,    1,   30
  240,20220212,    2,   30
  240,20220212,    3,   40
  240,20220212,    4,   50
  240,20220212,    5,   50
  240,20220212,    6,   50
  240,20220212,    7,   50
  240,20220212,    8,   50
  240,20220212,    9,   50
  240,20220212,   10,   60
  240,20220212,   11,   70
  240,20220212,   12,   80
  240,20220212,   13,   90
  240,20220212,   14,   90
  240,20220212,   15,   80
  240,20220212,   16,   70
  240,20220212,   17,   60
  240,20220212,   18,   60
  240,20220212,   19,   60
  240,20220212,   20,   70
