validfrom_utc,volume_kwh,emission_kg,co2_factor_kg_per_kwh,co2_factor_g_per_kwh
2024-03-20 03:00:00+00:00,11554458,4061204,0.35148373034892677,351.48373034892677
2024-03-20 04:00:00+00:00,12084990,4260782,0.35256810307662645,352.56810307662647
2024-03-20 05:00:00+00:00,12879405,4518671,0.3508447012886077,350.84470128860767
2024-03-20 06:00:00+00:00,13669106,4597047,0.33630926558035323,336.3092655803532
2024-03-20 07:00:00+00:00,14976193,4397006,0.2935997152280289,293.5997152280289
2024-03-20 08:00:00+00:00,15895954,3748376,0.2358069229440397,235.8069229440397
2024-03-20 09:00:00+00:00,15875242,2804680,0.17667006273038233,176.6700627303823
2024-03-20 10:00:00+00:00,16506517,2567192,0.15552596589577317,155.52596589577317
2024-03-20 11:00:00+00:00,17222892,2631752,0.15280546379783372,152.8054637978337
2024-03-20 12:00:00+00:00,17684640,2674508,0.15123338671298936,151.23338671298936
2024-03-20 13:00:00+00:00,17255497,2905873,0.16840274145682388,168.4027414568239
2024-03-20 14:00:00+00:00,17228463,3689139,0.2141304769903154,214.1304769903154
2024-03-20 15:00:00+00:00,16187861,4273130,0.26397125599237603,263.97125599237603
2024-03-20 16:00:00+00:00,15014967,4576280,0.3047812226293937,304.7812226293937
2024-03-20 17:00:00+00:00,14128153,4822855,0.3413648620594638,341.3648620594638
2024-03-20 18:00:00+00:00,13817070,4950397,0.35828124197098227,358.28124197098225
2024-03-20 19:00:00+00:00,13489414,4814295,0.35689430245079584,356.89430245079586
2024-03-20 20:00:00+00:00,13539487,4761954,0.3517085987083558,351.7085987083558
2024-03-20 21:00:00+00:00,13239903,4567033,0.34494459664848,344.94459664848
2024-03-20 22:00:00+00:00,11854386,4034252,0.34031724629179444,340.31724629179445
2024-03-20 23:00:00+00:00,11115062,3589283,0.32292064587673913,322.9206458767391
2024-03-21 00:00:00+00:00,11000625,3119885,0.28360979489801713,283.6097948980171
2024-03-21 01:00:00+00:00,10932195,2802261,0.256331047881967,256.331047881967
2024-03-21 02:00:00+00:00,11494501,2771920,0.24115183425535394,241.15183425535395
2024-03-21 03:00:00+00:00,12189510,2656164,0.21790572385600407,217.90572385600407
2024-03-21 04:00:00+00:00,13200538,2980033,0.22575087469919786,225.75087469919785
2024-03-21 05:00:00+00:00,14339743,3716798,0.25919557972552226,259.19557972552224
2024-03-21 06:00:00+00:00,13918400,4109515,0.2952577164041844,295.2577164041844
2024-03-21 07:00:00+00:00,13925573,4217009,0.3028248101532339,302.8248101532339
2024-03-21 08:00:00+00:00,14572528,4075546,0.2796732317138111,279.6732317138111
2024-03-21 09:00:00+00:00,15313580,3883863,0.2536221445279288,253.6221445279288
2024-03-21 10:00:00+00:00,15959415,3705739,0.23219767140587547,232.19767140587547
2024-03-21 11:00:00+00:00,15722230,3273960,0.20823763550081636,208.23763550081637
2024-03-21 12:00:00+00:00,15815276,3007600,0.19017056673560423,190.17056673560424
2024-03-21 13:00:00+00:00,16267332,3138442,0.1929291170795555,192.9291170795555
2024-03-21 14:00:00+00:00,15981812,2996834,0.18751528299794792,187.51528299794793
2024-03-21 15:00:00+00:00,17211547,3563074,0.20701648724545213,207.01648724545214
2024-03-21 16:00:00+00:00,17600206,4254698,0.24174137507254176,241.74137507254176
2024-03-21 17:00:00+00:00,16877431,4550880,0.2696429332165541,269.64293321655407
2024-03-21 18:00:00+00:00,16908490,4779732,0.2826823684433087,282.6823684433087
2024-03-21 19:00:00+00:00,16136776,4333324,0.2685371600869963,268.5371600869963
2024-03-21 20:00:00+00:00,14344365,3470346,0.24193096034575248,241.93096034575248
2024-03-21 21:00:00+00:00,12376161,2493054,0.2014400103553921,201.4400103553921
