valid_time,u100,v100,t2m,sp,latitude,longitude
2022-12-31 00:00:00,8.739944,6.1851807,286.2539,100217.77,51.75,5.25
2022-12-31 01:00:00,8.804138,5.3779755,286.04953,100238.29,51.75,5.25
2022-12-31 02:00:00,7.96138,5.0950165,285.76,100256.06,51.75,5.25
2022-12-31 03:00:00,7.29245,5.379303,285.1623,100248.25,51.75,5.25
2022-12-31 04:00:00,6.0085907,5.69429,285.1997,100236.43,51.75,5.25
2022-12-31 05:00:00,6.5657806,6.711563,285.84674,100234.72,51.75,5.25
2022-12-31 06:00:00,8.902084,8.925735,286.86865,100220.69,51.75,5.25
2022-12-31 07:00:00,10.483475,10.865295,287.47412,100271.914,51.75,5.25
2022-12-31 08:00:00,10.651474,11.2044525,287.76398,100322.875,51.75,5.25
2022-12-31 09:00:00,11.295731,10.453613,288.03656,100421.25,51.75,5.25
2022-12-31 10:00:00,10.440796,9.981659,288.23773,100492.16,51.75,5.25
2022-12-31 11:00:00,9.585861,11.04834,288.55743,100502.95,51.75,5.25
2022-12-31 12:00:00,10.575592,11.530106,288.57104,100491.39,51.75,5.25
2022-12-31 13:00:00,10.323013,11.338669,288.54803,100493.44,51.75,5.25
2022-12-31 14:00:00,9.96402,11.648102,288.3581,100511.62,51.75,5.25
2022-12-31 15:00:00,9.477234,11.2638855,288.55072,100539.555,51.75,5.25
2022-12-31 16:00:00,8.242737,11.705429,288.53418,100534.97,51.75,5.25
2022-12-31 17:00:00,7.948578,11.867325,288.43713,100524.875,51.75,5.25
2022-12-31 18:00:00,8.0312805,12.0720215,288.38953,100513.95,51.75,5.25
2022-12-31 19:00:00,7.785385,12.706406,288.4973,100518.42,51.75,5.25
2022-12-31 20:00:00,8.727585,13.279831,288.49164,100532.91,51.75,5.25
2022-12-31 21:00:00,10.519363,13.428741,288.68594,100542.65,51.75,5.25
2022-12-31 22:00:00,11.036209,12.797943,288.86096,100612.5,51.75,5.25
2022-12-31 23:00:00,11.529312,11.896179,288.86768,100656.34,51.75,5.25
2023-01-01 00:00:00,11.835236,11.246979,288.59018,100724.13,51.75,5.25
2023-01-01 01:00:00,10.991913,11.070023,288.59705,100690.22,51.75,5.25
2023-01-01 02:00:00,10.658157,11.368622,288.36438,100739.91,51.75,5.25
2023-01-01 03:00:00,11.351791,10.339752,288.00787,100803.8,51.75,5.25
2023-01-01 04:00:00,11.045898,8.57785,287.82385,100833.36,51.75,5.25
2023-01-01 05:00:00,10.10318,7.975525,287.02863,100940.05,51.75,5.25
2023-01-01 06:00:00,9.489944,8.002136,286.43234,101009.47,51.75,5.25
2023-01-01 07:00:00,8.2173,8.395767,285.7987,101092.76,51.75,5.25
2023-01-01 08:00:00,8.113373,8.623001,285.15677,101177.375,51.75,5.25
2023-01-01 09:00:00,8.584915,7.7801666,285.2738,101274.89,51.75,5.25
2023-01-01 10:00:00,7.531662,5.975113,285.504,101368.55,51.75,5.25
2023-01-01 11:00:00,7.2931976,6.216858,286.03387,101407.94,51.75,5.25
2023-01-01 12:00:00,6.949234,6.2953644,286.23077,101430.31,51.75,5.25
2023-01-01 13:00:00,5.8077545,6.7261047,286.2565,101372.2,51.75,5.25
2023-01-01 14:00:00,5.334305,6.3885193,286.06506,101381.92,51.75,5.25
2023-01-01 15:00:00,4.582535,6.357727,285.65674,101414.234,51.75,5.25
2023-01-01 16:00:00,2.7502136,7.375931,285.16522,101410.016,51.75,5.25
2023-01-01 17:00:00,0.7361145,8.2513275,284.617,101352.72,51.75,5.25
2023-01-01 18:00:00,0.4723053,8.252274,284.24942,101289.53,51.75,5.25
2023-01-01 19:00:00,-0.3791504,8.388458,283.93488,101247.06,51.75,5.25
2023-01-01 20:00:00,-1.1236572,7.375107,283.8015,101165.2,51.75,5.25
2023-01-01 21:00:00,-1.5710907,6.9162292,283.97897,101078.055,51.75,5.25
2023-01-01 22:00:00,1.1478729,8.741348,283.7905,101003.4,51.75,5.25
2023-01-01 23:00:00,5.439926,8.720871,284.5844,100971.28,51.75,5.25
2023-01-02 00:00:00,6.233017,7.909363,285.15707,100931.36,51.75,5.25
2023-01-02 01:00:00,4.9655,8.2491455,285.25665,100890.55,51.75,5.25
2023-01-02 02:00:00,4.0234528,9.301147,285.4101,100855.19,51.75,5.25
2023-01-02 03:00:00,4.735962,9.989838,285.76007,100833.59,51.75,5.25
2023-01-02 04:00:00,6.8083344,9.619278,285.6477,100847.35,51.75,5.25
2023-01-02 05:00:00,9.483582,6.9781647,285.23633,100928.33,51.75,5.25
2023-01-02 06:00:00,8.915207,2.9216003,284.4782,101019.266,51.75,5.25
2023-01-02 07:00:00,8.159988,2.2144165,283.61548,101171.33,51.75,5.25
2023-01-02 08:00:00,8.060379,1.3151093,282.84308,101291.695,51.75,5.25
2023-01-02 09:00:00,7.180969,1.8461914,282.39484,101437.36,51.75,5.25
2023-01-02 10:00:00,5.10672,1.777298,282.3287,101526.055,51.75,5.25
2023-01-02 11:00:00,4.3898315,3.4046326,282.54242,101578.86,51.75,5.25
2023-01-02 12:00:00,4.8942566,3.7221222,283.13458,101611.58,51.75,5.25
2023-01-02 13:00:00,5.7157135,4.144684,282.73187,101642.33,51.75,5.25
2023-01-02 14:00:00,6.741211,3.9524841,282.62946,101696.6,51.75,5.25
2023-01-02 15:00:00,7.136505,3.1156158,282.29724,101767.59,51.75,5.25
2023-01-02 16:00:00,7.4599304,2.6243591,281.9065,101884.92,51.75,5.25
2023-01-02 17:00:00,7.2109528,2.0616608,281.25006,101976.22,51.75,5.25
2023-01-02 18:00:00,6.890915,1.4734497,280.42004,102061.61,51.75,5.25
2023-01-02 19:00:00,6.4166565,1.5680695,280.0565,102157.516,51.75,5.25
2023-01-02 20:00:00,6.1389465,1.9251404,279.8232,102249.4,51.75,5.25
2023-01-02 21:00:00,6.0367737,2.4789734,279.14282,102303.75,51.75,5.25
2023-01-02 22:00:00,5.8343964,2.742279,278.79517,102366.47,51.75,5.25
2023-01-02 23:00:00,6.0976715,2.5369263,278.18436,102463.81,51.75,5.25
2023-01-03 00:00:00,5.8810425,2.066681,277.90546,102507.445,51.75,5.25
2023-01-03 01:00:00,5.2462463,2.0184937,277.76263,102515.79,51.75,5.25
2023-01-03 02:00:00,4.304489,2.389328,277.57092,102544.3,51.75,5.25
2023-01-03 03:00:00,3.0426025,3.8848877,277.12128,102588.46,51.75,5.25
2023-01-03 04:00:00,2.0504913,5.0164185,276.75305,102568.59,51.75,5.25
2023-01-03 05:00:00,0.8481293,5.831894,276.73166,102560.58,51.75,5.25
2023-01-03 06:00:00,-0.2291565,6.213974,277.28433,102555.81,51.75,5.25
2023-01-03 07:00:00,-0.5732422,6.7901,277.67752,102542.22,51.75,5.25
2023-01-03 08:00:00,0.48321533,7.59848,278.25916,102559.47,51.75,5.25
2023-01-03 09:00:00,1.838028,7.6504364,279.22705,102565.625,51.75,5.25
2023-01-03 10:00:00,2.4984741,7.4099274,279.9685,102601.41,51.75,5.25
2023-01-03 11:00:00,4.380554,8.275558,280.98987,102575.94,51.75,5.25
2023-01-03 12:00:00,6.3106995,9.43689,281.53357,102529.1,51.75,5.25
2023-01-03 13:00:00,6.2602386,8.997742,281.64813,102486.59,51.75,5.25
2023-01-03 14:00:00,4.356079,7.944687,281.8095,102443.47,51.75,5.25
2023-01-03 15:00:00,3.0296936,8.375977,281.55927,102422.53,51.75,5.25
2023-01-03 16:00:00,2.6510468,9.268036,281.05402,102392.05,51.75,5.25
2023-01-03 17:00:00,2.7006989,10.169006,280.91144,102369.414,51.75,5.25
2023-01-03 18:00:00,2.8219757,10.836853,281.32794,102309.72,51.75,5.25
2023-01-03 19:00:00,3.6782837,11.017349,281.66724,102284.97,51.75,5.25
2023-01-03 20:00:00,3.8006134,11.579269,281.7426,102207.234,51.75,5.25
