valid_time,u100,v100,t2m,sp,latitude,longitude
2024-12-31 00:00:00,4.6576843,6.566025,277.61896,102750.73,51.75,5.25
2024-12-31 01:00:00,4.8262177,6.931076,277.29285,102707.17,51.75,5.25
2024-12-31 02:00:00,4.689438,7.139908,276.936,102701.83,51.75,5.25
2024-12-31 03:00:00,4.2023163,7.2143097,276.50012,102689.67,51.75,5.25
2024-12-31 04:00:00,4.0504303,7.3329773,276.14374,102629.05,51.75,5.25
2024-12-31 05:00:00,3.917389,7.356888,275.71686,102606.84,51.75,5.25
2024-12-31 06:00:00,3.7189636,7.4320526,275.48383,102608.91,51.75,5.25
2024-12-31 07:00:00,3.5803223,7.8914795,275.38672,102596.664,51.75,5.25
2024-12-31 08:00:00,3.555832,8.091003,275.21234,102578.56,51.75,5.25
2024-12-31 09:00:00,3.5897217,8.260422,275.16772,102576.66,51.75,5.25
2024-12-31 10:00:00,2.8141632,7.7448273,275.26343,102577.625,51.75,5.25
2024-12-31 11:00:00,3.123886,8.205246,275.57162,102484.11,51.75,5.25
2024-12-31 12:00:00,4.6868744,8.8471985,276.0795,102435.52,51.75,5.25
2024-12-31 13:00:00,4.30986,8.441223,276.55408,102344.64,51.75,5.25
2024-12-31 14:00:00,3.5230408,9.285767,276.85464,102247.484,51.75,5.25
2024-12-31 15:00:00,4.559265,11.179428,277.12665,102178.67,51.75,5.25
2024-12-31 16:00:00,5.4011383,10.525726,277.28052,102125.91,51.75,5.25
2024-12-31 17:00:00,6.7575684,10.308121,277.3127,102105.19,51.75,5.25
2024-12-31 18:00:00,7.4290466,10.302994,277.5285,102038.05,51.75,5.25
2024-12-31 19:00:00,7.677536,10.399948,277.99884,102010.39,51.75,5.25
2024-12-31 20:00:00,7.9023895,10.913284,278.53262,101942.336,51.75,5.25
2024-12-31 21:00:00,8.437836,11.1137085,278.99316,101852.04,51.75,5.25
2024-12-31 22:00:00,7.6824493,10.723114,279.325,101841.04,51.75,5.25
2024-12-31 23:00:00,8.623093,11.391846,279.97122,101782.72,51.75,5.25
2025-01-01 00:00:00,9.302185,11.296188,280.55078,101720.95,51.75,5.25
2025-01-01 01:00:00,9.39743,11.240265,280.90704,101649.0,51.75,5.25
2025-01-01 02:00:00,9.493362,11.226791,281.08987,101621.94,51.75,5.25
2025-01-01 03:00:00,9.500473,11.66069,281.09152,101548.266,51.75,5.25
2025-01-01 04:00:00,10.046463,11.560806,280.8814,101470.25,51.75,5.25
2025-01-01 05:00:00,9.952759,11.470627,280.8283,101405.16,51.75,5.25
2025-01-01 06:00:00,9.656052,11.687866,280.9478,101304.41,51.75,5.25
2025-01-01 07:00:00,9.459518,11.842606,280.89844,101251.766,51.75,5.25
2025-01-01 08:00:00,8.997101,12.83107,280.919,101170.08,51.75,5.25
2025-01-01 09:00:00,8.967789,13.508881,281.0241,101138.9,51.75,5.25
2025-01-01 10:00:00,8.392349,12.070908,281.05536,101084.81,51.75,5.25
2025-01-01 11:00:00,8.320908,13.07225,281.3412,101004.55,51.75,5.25
2025-01-01 12:00:00,9.190826,13.528183,281.92697,100881.36,51.75,5.25
2025-01-01 13:00:00,9.421005,14.10762,282.27582,100776.945,51.75,5.25
2025-01-01 14:00:00,10.324066,15.0121,282.2602,100663.3,51.75,5.25
2025-01-01 15:00:00,11.905869,13.713852,282.0841,100550.89,51.75,5.25
2025-01-01 16:00:00,12.034241,12.640213,281.93347,100466.5,51.75,5.25
2025-01-01 17:00:00,12.155869,9.812881,281.7525,100484.95,51.75,5.25
2025-01-01 18:00:00,10.919678,3.728836,281.4004,100523.41,51.75,5.25
2025-01-01 19:00:00,9.681091,-0.6657562,279.94354,100652.9,51.75,5.25
2025-01-01 20:00:00,8.633438,-0.29969788,278.27002,100701.695,51.75,5.25
2025-01-01 21:00:00,8.479019,1.6282501,277.65784,100749.555,51.75,5.25
2025-01-01 22:00:00,9.012741,2.6976929,277.31628,100774.46,51.75,5.25
2025-01-01 23:00:00,9.775574,1.9859314,277.74603,100806.016,51.75,5.25
2025-01-02 00:00:00,8.7087555,1.4831238,278.22208,100806.11,51.75,5.25
2025-01-02 01:00:00,7.5751953,1.0307312,278.64886,100845.61,51.75,5.25
2025-01-02 02:00:00,6.3903656,-0.16897583,278.75552,100905.81,51.75,5.25
2025-01-02 03:00:00,5.423523,-1.1264343,278.0623,100946.945,51.75,5.25
2025-01-02 04:00:00,4.7449646,-1.7212524,277.60513,101007.62,51.75,5.25
2025-01-02 05:00:00,3.6363983,-2.3238373,276.85095,101045.36,51.75,5.25
2025-01-02 06:00:00,3.2851257,-2.4454346,276.42413,101088.14,51.75,5.25
