valid_time,u100,v100,t2m,sp,latitude,longitude
2023-12-31 00:00:00,0.46466064,13.631912,282.70828,100198.19,52.0,4.25
2023-12-31 01:00:00,-1.0344849,13.463181,282.6847,100036.51,52.0,4.25
2023-12-31 02:00:00,-1.865097,13.601944,282.64273,99914.9,52.0,4.25
2023-12-31 03:00:00,-2.3691711,13.798599,282.51944,99776.3,52.0,4.25
2023-12-31 04:00:00,-2.1412354,13.708282,282.472,99645.75,52.0,4.25
2023-12-31 05:00:00,-2.0245972,13.536667,282.43915,99492.734,52.0,4.25
2023-12-31 06:00:00,-1.728653,14.264008,282.44913,99363.82,52.0,4.25
2023-12-31 07:00:00,0.8192444,14.334412,282.66003,99289.11,52.0,4.25
2023-12-31 08:00:00,2.8295898,13.608185,282.3701,99267.94,52.0,4.25
2023-12-31 09:00:00,4.5538483,14.372513,282.08167,99260.63,52.0,4.25
2023-12-31 10:00:00,6.2999573,12.135727,281.91595,99292.734,52.0,4.25
2023-12-31 11:00:00,7.0308075,11.498825,281.8868,99321.08,52.0,4.25
2023-12-31 12:00:00,8.205627,12.120895,281.62057,99340.336,52.0,4.25
2023-12-31 13:00:00,7.196396,13.059311,281.84253,99313.016,52.0,4.25
2023-12-31 14:00:00,6.4770966,14.232483,281.95892,99288.016,52.0,4.25
2023-12-31 15:00:00,7.0130463,14.2330475,282.03122,99275.51,52.0,4.25
2023-12-31 16:00:00,7.548538,13.911835,281.8887,99273.62,52.0,4.25
2023-12-31 17:00:00,7.455948,13.747772,281.8487,99275.5,52.0,4.25
2023-12-31 18:00:00,7.8324738,13.750732,281.90515,99285.875,52.0,4.25
2023-12-31 19:00:00,8.443878,13.147003,281.74158,99338.74,52.0,4.25
2023-12-31 20:00:00,9.048111,12.167847,281.68317,99384.7,52.0,4.25
2023-12-31 21:00:00,10.009811,12.155731,281.51346,99427.38,52.0,4.25
2023-12-31 22:00:00,10.084885,12.672974,281.30392,99459.85,52.0,4.25
2023-12-31 23:00:00,11.914337,11.652771,281.07004,99531.266,52.0,4.25
2024-01-01 00:00:00,11.422028,11.046936,280.80615,99551.625,52.0,4.25
2024-01-01 01:00:00,11.09613,11.252899,280.61734,99561.79,52.0,4.25
2024-01-01 02:00:00,12.239395,10.528473,280.69598,99617.87,52.0,4.25
2024-01-01 03:00:00,12.636536,9.141098,280.75922,99647.625,52.0,4.25
2024-01-01 04:00:00,12.386993,7.8322906,280.77252,99673.53,52.0,4.25
2024-01-01 05:00:00,12.880997,6.4304504,280.99042,99732.97,52.0,4.25
2024-01-01 06:00:00,13.32785,5.0440826,280.89734,99805.766,52.0,4.25
2024-01-01 07:00:00,12.982819,5.189514,280.9702,99908.37,52.0,4.25
2024-01-01 08:00:00,13.2017975,4.839813,281.14307,100030.94,52.0,4.25
2024-01-01 09:00:00,13.401337,3.8868866,281.22763,100121.375,52.0,4.25
2024-01-01 10:00:00,13.248611,3.4387512,281.61157,100203.06,52.0,4.25
2024-01-01 11:00:00,13.341644,3.5859375,281.82767,100269.86,52.0,4.25
2024-01-01 12:00:00,13.045883,3.0059357,281.8944,100324.84,52.0,4.25
2024-01-01 13:00:00,12.336853,2.9254303,281.8577,100350.83,52.0,4.25
2024-01-01 14:00:00,12.316208,3.1851044,281.82016,100406.69,52.0,4.25
2024-01-01 15:00:00,11.039139,3.8227234,281.40747,100447.27,52.0,4.25
2024-01-01 16:00:00,9.719574,4.6348877,281.08823,100473.42,52.0,4.25
2024-01-01 17:00:00,8.276077,5.972519,280.842,100496.54,52.0,4.25
2024-01-01 18:00:00,7.0799713,7.2166595,280.53482,100476.375,52.0,4.25
2024-01-01 19:00:00,5.448822,8.2309265,280.5058,100429.84,52.0,4.25
2024-01-01 20:00:00,4.000931,9.026398,280.55518,100373.195,52.0,4.25
2024-01-01 21:00:00,1.6741791,9.886765,280.5262,100255.7,52.0,4.25
2024-01-01 22:00:00,-1.3131866,10.610489,280.57867,100111.234,52.0,4.25
2024-01-01 23:00:00,-1.2271423,12.26976,280.67712,99945.54,52.0,4.25
2024-01-02 00:00:00,-1.3980713,13.246719,280.73358,99737.09,52.0,4.25
2024-01-02 01:00:00,-2.9597015,13.5785675,280.8431,99470.016,52.0,4.25
2024-01-02 02:00:00,-0.82722473,13.98996,281.20972,99252.17,52.0,4.25
2024-01-02 03:00:00,1.9754181,13.579254,281.9301,99097.805,52.0,4.25
2024-01-02 04:00:00,8.975342,11.66687,282.64685,98964.25,52.0,4.25
2024-01-02 05:00:00,15.52478,5.917572,284.09937,98960.89,52.0,4.25
2024-01-02 06:00:00,14.5013275,4.3816986,284.51288,99046.68,52.0,4.25
2024-01-02 07:00:00,13.113434,4.9218597,284.34045,99135.0,52.0,4.25
2024-01-02 08:00:00,11.07991,5.348755,284.35355,99182.0,52.0,4.25
