valid_time,u100,v100,t2m,sp,latitude,longitude
2023-12-31 00:00:00,1.6414185,9.420975,282.6614,100093.19,51.25,6.0
2023-12-31 01:00:00,0.62957764,9.477829,282.38196,99983.51,51.25,6.0
2023-12-31 02:00:00,-0.91490173,9.507217,282.2736,99849.9,51.25,6.0
2023-12-31 03:00:00,-1.3066711,9.738052,282.2675,99725.3,51.25,6.0
2023-12-31 04:00:00,-1.6636963,9.545197,282.4251,99582.75,51.25,6.0
2023-12-31 05:00:00,-1.8859253,9.864792,282.79657,99449.734,51.25,6.0
2023-12-31 06:00:00,-1.7247467,10.889984,283.1249,99354.82,51.25,6.0
2023-12-31 07:00:00,-1.1758728,11.53656,283.39636,99261.11,51.25,6.0
2023-12-31 08:00:00,0.0024414062,11.761505,283.4033,99214.94,51.25,6.0
2023-12-31 09:00:00,3.0929108,11.8441925,283.2594,99200.63,51.25,6.0
2023-12-31 10:00:00,4.1075745,10.544907,282.9062,99214.734,51.25,6.0
2023-12-31 11:00:00,7.143112,9.970505,282.6993,99221.08,51.25,6.0
2023-12-31 12:00:00,7.6724243,8.771286,282.28464,99223.336,51.25,6.0
2023-12-31 13:00:00,7.087021,9.111069,282.2351,99250.016,51.25,6.0
2023-12-31 14:00:00,6.7612762,10.078186,282.22455,99258.016,51.25,6.0
2023-12-31 15:00:00,6.4407806,9.980118,282.26755,99244.51,51.25,6.0
2023-12-31 16:00:00,6.53096,9.522186,282.41605,99258.62,51.25,6.0
2023-12-31 17:00:00,5.9618073,9.800507,282.47174,99268.5,51.25,6.0
2023-12-31 18:00:00,5.7084503,10.388428,282.45007,99280.875,51.25,6.0
2023-12-31 19:00:00,6.181183,10.77005,282.38806,99332.74,51.25,6.0
2023-12-31 20:00:00,7.050064,10.54187,282.16168,99369.7,51.25,6.0
2023-12-31 21:00:00,7.8223114,9.963348,281.7537,99400.38,51.25,6.0
2023-12-31 22:00:00,8.070236,10.383911,281.55783,99442.85,51.25,6.0
