t_h,wind_e_prod_normalized,solar_e_prod_normalized,ambientTemperature_degC,Day-ahead Price [EUR/MWh],house_e_demand_other,house_h_demand_hot_water,building_e_demand_other,building_h_demand,industry_steel_e_demand,industry_steel_h_demand,industry_other_e_demand,industry_other_h_demand,logistics_fleet_e_hgv
164,1,0.0003645,1.9000,64.29341667,0.000217242,1.96E-04,0.000120545,1.57E-04,1.14E-04,1.14E-04,1.21E-04,1.21E-04,6.09E-05
165,1,0.00034498,1.9333,64.29341667,0.000194167,1.40E-04,0.000111041,1.63E-04,1.14E-04,1.14E-04,1.18E-04,1.18E-04,8.52E-05
166,1,0.00034498,2.2333,53.87277338,0.00016889,1.33E-04,9.81282E-05,1.63E-04,1.14E-04,1.14E-04,1.16E-04,1.16E-04,0.00011807
167,1,0.00033847,2.5833,47.71,0.000131154,0.00E+00,9.31556E-05,1.30E-04,1.14E-04,1.14E-04,1.10E-04,1.10E-04,0.00016407
168,1,0.00033847,2.8833,16.45,9.01334E-05,0.00E+00,8.73409E-05,1.41E-04,1.14E-04,1.14E-04,1.04E-04,1.04E-04,0.00024297
169,1,0.000279886,2.6750,16.44,6.87017E-05,0.00E+00,8.698E-05,1.27E-04,1.14E-04,1.14E-04,1.00E-04,1.00E-04,0.00023019
170,1,0.000234323,2.9583,16.43,6.13308E-05,0.00E+00,8.53358E-05,1.23E-04,1.14E-04,1.14E-04,9.84E-05,9.84E-05,0.00023444
171,1,0.000234323,3.0667,11.93,5.78056E-05,0.00E+00,8.57369E-05,1.27E-04,1.14E-04,1.14E-04,9.50E-05,9.50E-05,0.00024647
172,1,0.000234323,2.9250,11.93,5.77655E-05,0.00E+00,8.7381E-05,1.39E-04,1.14E-04,1.14E-04,9.48E-05,9.48E-05,0.00024666
173,1,0.000234323,2.6000,11.94,6.1451E-05,1.60E-04,9.09901E-05,1.59E-04,1.14E-04,1.14E-04,9.75E-05,9.75E-05,0.00022238
174,1,0.000234323,2.5417,16.45,8.05593E-05,3.09E-04,0.000107873,2.11E-04,1.14E-04,1.14E-04,1.01E-04,1.01E-04,0.00016366
175,1,0.000991862,2.6583,28.96,0.000109362,3.40E-04,0.000156075,2.82E-04,1.14E-04,1.14E-04,1.11E-04,1.11E-04,6.80E-05
176,1,0.012789438,2.7333,28.97,0.000131114,1.98E-04,0.000215746,2.56E-04,1.14E-04,1.14E-04,1.21E-04,1.21E-04,5.11E-05
177,1,0.039834739,3.7000,28.97,0.000145215,1.07E-04,0.000230543,2.50E-04,1.14E-04,1.14E-04,1.27E-04,1.27E-04,5.21E-05
178,1,0.075497256,4.6083,28.97,0.000145175,1.08E-04,0.000236278,2.68E-04,1.14E-04,1.14E-04,1.23E-04,1.23E-04,5.15E-05
179,1,0.100922882,5.2917,28.97,0.000144414,1.09E-04,0.000240167,2.70E-04,1.14E-04,1.14E-04,1.19E-04,1.19E-04,4.37E-05
180,1,0.09768806,5.3667,28.97,0.000149421,1.10E-04,0.000227295,2.72E-04,1.14E-04,1.14E-04,1.16E-04,1.16E-04,3.59E-05
181,1,0.077150802,5.2917,28.97,0.000145175,1.11E-04,0.000234192,2.66E-04,1.14E-04,1.14E-04,1.17E-04,1.17E-04,4.70E-05
182,1,0.049851598,4.8500,28.97,0.000144894,1.11E-04,0.00023704,2.56E-04,1.14E-04,1.14E-04,1.16E-04,1.16E-04,6.39E-05
183,1,0.025581906,4.1250,28.97,0.000146096,1.11E-04,0.000228578,2.38E-04,1.14E-04,1.14E-04,1.16E-04,1.16E-04,7.46E-05
184,1,0.016741143,4.0083,28.97,0.000169291,1.11E-04,0.00020159,2.13E-04,1.14E-04,1.14E-04,1.17E-04,1.17E-04,5.88E-05
185,1,0.008461697,3.6417,28.97,0.000217762,1.10E-04,0.000160967,2.00E-04,1.14E-04,1.14E-04,1.17E-04,1.17E-04,5.44E-05
186,1,0.002108911,3.6000,28.97,0.000229139,1.39E-04,0.000142841,1.88E-04,1.14E-04,1.14E-04,1.16E-04,1.16E-04,6.18E-05
187,1,0.000501188,3.2500,28.97,0.00022986,1.78E-04,0.000139032,1.75E-04,1.14E-04,1.14E-04,1.14E-04,1.14E-04,6.18E-05
188,1,0.000423084,3.2583,28.97,0.000211513,1.50E-04,0.000134701,1.88E-04,1.14E-04,1.14E-04,1.11E-04,1.11E-04,6.09E-05
189,1,0.0003645,3.1833,19.12,0.000189641,1.06E-04,0.000123151,1.92E-04,1.14E-04,1.14E-04,1.08E-04,1.08E-04,8.52E-05
190,1,0.0003645,3.1250,19.12,0.000165605,1.05E-04,0.000106509,1.96E-04,1.14E-04,1.14E-04,1.05E-04,1.05E-04,0.00011807
191,1,0.00035799,3.0917,19.12,0.000129191,0.00E+00,0.000100534,1.71E-04,1.14E-04,1.14E-04,1.00E-04,1.00E-04,0.00016407
192,1,0.00035799,3.1083,2.31,9.10548E-05,0.00E+00,9.47597E-05,1.57E-04,1.14E-04,1.14E-04,9.64E-05,9.64E-05,0.00024297
193,1,0.00035799,3.0417,2.31,6.92225E-05,0.00E+00,9.46394E-05,1.41E-04,1.14E-04,1.14E-04,9.42E-05,9.42E-05,0.00023019
194,1,0.000351491,3.2083,2.31,5.97685E-05,0.00E+00,9.43186E-05,1.36E-04,1.14E-04,1.14E-04,9.47E-05,9.47E-05,0.00023444
195,1,0.00034498,3.1750,2.31,5.72848E-05,0.00E+00,9.38373E-05,1.40E-04,1.14E-04,1.14E-04,9.50E-05,9.50E-05,0.00024647
196,1,0.000273375,3.3250,2.31,5.79258E-05,0.00E+00,9.36769E-05,1.53E-04,1.14E-04,1.14E-04,9.73E-05,9.73E-05,0.00024666
197,1,0.000234323,3.3333,2.3,6.17714E-05,1.61E-04,9.57622E-05,1.72E-04,1.14E-04,1.14E-04,9.64E-05,9.64E-05,0.00022238
198,1,0.000227813,3.3500,2.31,7.83159E-05,3.09E-04,0.000109357,2.28E-04,1.14E-04,1.14E-04,1.03E-04,1.03E-04,0.00016366
199,1,0.001803992,3.4250,2.31,0.000106958,3.40E-04,0.000154832,2.98E-04,1.14E-04,1.14E-04,1.18E-04,1.18E-04,6.80E-05
200,1,0.03781857,3.6917,2.31,0.000134199,1.98E-04,0.000211294,2.70E-04,1.14E-04,1.14E-04,1.27E-04,1.27E-04,5.11E-05
201,0.996244073,0.106490234,4.0167,2.31,0.000151945,1.07E-04,0.000223886,2.62E-04,1.14E-04,1.14E-04,1.29E-04,1.29E-04,5.21E-05
202,0.8148549,0.157063704,4.5333,2.31,0.000151825,1.08E-04,0.000228017,2.80E-04,1.14E-04,1.14E-04,1.31E-04,1.31E-04,5.15E-05
203,0.981732943,0.181613473,4.7667,2.31,0.000152506,1.09E-04,0.000230062,2.82E-04,1.14E-04,1.14E-04,1.27E-04,1.27E-04,4.37E-05
204,1,0.169376547,5.1417,2.31,0.000156992,1.10E-04,0.000214422,2.84E-04,1.14E-04,1.14E-04,1.26E-04,1.26E-04,3.59E-05
205,1,0.140295961,5.2000,2.31,0.000151344,1.11E-04,0.000215866,2.77E-04,1.14E-04,1.14E-04,1.26E-04,1.26E-04,4.70E-05
206,1,0.086807818,5.1417,2.31,0.000150503,1.11E-04,0.000212337,2.67E-04,1.14E-04,1.14E-04,1.27E-04,1.27E-04,6.39E-05
207,1,0.037317298,5.2333,2.31,0.000149742,1.11E-04,0.000197179,2.50E-04,1.14E-04,1.14E-04,1.28E-04,1.28E-04,7.46E-05
208,1,0.020900392,5.2833,2.31,0.000174859,1.11E-04,0.000172998,2.24E-04,1.14E-04,1.14E-04,1.28E-04,1.28E-04,5.88E-05
209,1,0.010570619,5.4083,2.31,0.000222249,1.10E-04,0.000145287,2.12E-04,1.14E-04,1.14E-04,1.29E-04,1.29E-04,5.44E-05
210,0.906275047,0.003208934,5.4417,2.31,0.000233986,1.39E-04,0.000128244,2.03E-04,1.14E-04,1.14E-04,1.31E-04,1.31E-04,6.18E-05
211,0.835170488,0.000813627,5.4917,2.31,0.000230942,1.79E-04,0.000123833,1.89E-04,1.14E-04,1.14E-04,1.31E-04,1.31E-04,6.18E-05
212,0.730690331,0.000527231,5.5250,2.31,0.000216521,1.50E-04,0.000119141,2.02E-04,1.14E-04,1.14E-04,1.35E-04,1.35E-04,6.09E-05
213,0.618954596,0.000449127,5.5083,2.31,0.000190402,1.06E-04,0.000110439,2.07E-04,1.14E-04,1.14E-04,1.33E-04,1.33E-04,8.52E-05
214,0.515925546,0.000449127,5.5000,2.31,0.000173817,1.05E-04,0.000100374,2.15E-04,1.14E-04,1.14E-04,1.28E-04,1.28E-04,0.00011807
215,0.539143364,0.0003645,5.4000,2.31,0.000140488,0.00E+00,9.53612E-05,1.89E-04,1.14E-04,1.14E-04,1.24E-04,1.24E-04,0.00016407
216,0.420152063,0.000305928,5.2917,2.31,9.83856E-05,0.00E+00,8.92658E-05,1.67E-04,1.14E-04,1.14E-04,1.18E-04,1.18E-04,0.00024297
217,0.292454089,0.000305928,5.2417,2.32,7.25073E-05,0.00E+00,8.90653E-05,1.49E-04,1.14E-04,1.14E-04,1.22E-04,1.22E-04,0.00023019
218,0.185071703,0.000305928,4.9667,2.32,6.27729E-05,0.00E+00,8.71404E-05,1.44E-04,1.14E-04,1.14E-04,1.22E-04,1.22E-04,0.00023444
219,0.100907121,0.000299418,4.6750,2.32,5.98085E-05,0.00E+00,8.71003E-05,1.48E-04,1.14E-04,1.14E-04,1.23E-04,1.23E-04,0.00024647
220,0,0.000292907,4.4000,2.32,5.85266E-05,0.00E+00,8.79023E-05,1.60E-04,1.14E-04,1.14E-04,1.23E-04,1.23E-04,0.00024666
221,0,0.000208293,4.2667,27.3165259,5.98887E-05,1.61E-04,8.90653E-05,1.80E-04,1.14E-04,1.14E-04,1.22E-04,1.22E-04,0.00022238
222,0,0.000195271,3.6750,53.87277338,6.63382E-05,3.10E-04,9.11506E-05,2.37E-04,1.14E-04,1.14E-04,1.25E-04,1.25E-04,0.00016366
223,0,0.000573565,3.4833,64.29341667,8.5126E-05,3.41E-04,9.94515E-05,3.07E-04,1.14E-04,1.14E-04,1.35E-04,1.35E-04,6.80E-05
224,0,0.01043809,3.9167,64.29341667,0.000119857,1.98E-04,0.000110921,2.78E-04,1.14E-04,1.14E-04,1.36E-04,1.36E-04,5.11E-05
225,0,0.028638173,4.8667,64.29341667,0.00014834,1.07E-04,0.000118941,2.68E-04,1.14E-04,1.14E-04,1.36E-04,1.36E-04,5.21E-05
226,0,0.052355851,5.4667,64.29341667,0.000166006,1.08E-04,0.000124836,2.86E-04,1.14E-04,1.14E-04,1.38E-04,1.38E-04,5.15E-05
227,0,0.075745515,6.1333,64.29341667,0.000167328,1.09E-04,0.000125999,2.89E-04,1.14E-04,1.14E-04,1.38E-04,1.38E-04,4.37E-05
228,0,0.081324581,6.3750,64.29341667,0.000165365,1.10E-04,0.000121427,2.91E-04,1.14E-04,1.14E-04,1.38E-04,1.38E-04,3.59E-05
229,0,0.064429072,6.1833,64.29341667,0.000166206,1.11E-04,0.000118259,2.84E-04,1.14E-04,1.14E-04,1.38E-04,1.38E-04,4.70E-05
230,0,0.043751824,5.7583,64.29341667,0.000161078,1.11E-04,0.000116575,2.73E-04,1.14E-04,1.14E-04,1.38E-04,1.38E-04,6.39E-05
231,0,0.024168564,5.3083,64.29341667,0.000160277,1.12E-04,0.000114008,2.56E-04,1.14E-04,1.14E-04,1.33E-04,1.33E-04,7.46E-05
232,0,0.017697968,5.0833,64.29341667,0.000176662,1.11E-04,0.000112926,2.30E-04,1.14E-04,1.14E-04,1.37E-04,1.37E-04,5.88E-05
233,0,0.008956386,5.0500,64.29341667,0.000219725,1.11E-04,0.000109918,2.19E-04,1.14E-04,1.14E-04,1.36E-04,1.36E-04,5.44E-05
234,0,0.00242135,5.1000,64.29341667,0.000228098,1.39E-04,0.000103903,2.11E-04,1.14E-04,1.14E-04,1.36E-04,1.36E-04,6.18E-05
235,0.029802562,0.000618356,5.2000,64.29341667,0.00022974,1.79E-04,0.000101978,1.97E-04,1.14E-04,1.14E-04,1.38E-04,1.38E-04,6.18E-05
236,0.07188486,0.000455626,5.1917,53.87277338,0.000213075,1.51E-04,0.000100334,2.10E-04,1.14E-04,1.14E-04,1.38E-04,1.38E-04,6.09E-05
237,0.153147199,0.0003645,5.2750,53.87277338,0.000191203,1.07E-04,9.75267E-05,2.16E-04,1.14E-04,1.14E-04,1.37E-04,1.37E-04,8.52E-05
238,0.219898422,0.0003645,5.4000,27.3165259,0.000171854,1.05E-04,9.48399E-05,2.25E-04,1.14E-04,1.14E-04,1.34E-04,1.34E-04,0.00011807
239,0.208289506,0.00035799,5.3917,22.17,0.000141409,0.00E+00,9.3717E-05,2.00E-04,1.14E-04,1.14E-04,1.32E-04,1.32E-04,0.00016407
240,0.174913909,0.0003645,5.5333,2.32,0.000102632,0.00E+00,8.85039E-05,8.52E-05,1.14E-04,1.14E-04,1.24E-04,1.24E-04,0.00024297
241,0.145891634,0.0003645,5.5833,2.32,7.57121E-05,0.00E+00,8.91054E-05,7.74E-05,1.14E-04,1.14E-04,1.23E-04,1.23E-04,0.00023019
242,0.037058141,0.0003645,5.7583,2.32,6.30533E-05,0.00E+00,8.6579E-05,7.70E-05,1.14E-04,1.14E-04,1.21E-04,1.21E-04,0.00023444
243,0.061727066,0.0003645,5.7750,2.32,5.90074E-05,0.00E+00,8.64186E-05,8.12E-05,1.14E-04,1.14E-04,1.18E-04,1.18E-04,0.00024647
244,0.108162686,0.0003645,5.8500,2.31,5.80059E-05,0.00E+00,8.65389E-05,9.33E-05,1.14E-04,1.14E-04,1.20E-04,1.20E-04,0.00024666
245,0.157500549,0.0003645,6.0000,2.32,5.83664E-05,1.61E-04,8.68196E-05,1.13E-04,1.14E-04,1.14E-04,1.18E-04,1.18E-04,0.00022238
246,0.232958445,0.0003645,6.1500,2.31,6.18516E-05,3.10E-04,8.61379E-05,1.53E-04,1.14E-04,1.14E-04,1.20E-04,1.20E-04,0.00016366
247,0.327280807,0.001412403,6.5417,2.32,7.4951E-05,3.41E-04,8.8183E-05,2.26E-04,1.14E-04,1.14E-04,1.27E-04,1.27E-04,6.80E-05
248,0.317123013,0.015141238,7.0917,2.32,0.000103153,1.99E-04,8.73008E-05,2.10E-04,1.14E-04,1.14E-04,1.34E-04,1.34E-04,5.11E-05
249,0.449174337,0.039156968,7.6583,2.31,0.000133157,1.07E-04,8.79023E-05,2.11E-04,1.14E-04,1.14E-04,1.32E-04,1.32E-04,5.21E-05
250,0.526083341,0.05961377,8.6000,2.31,0.000155791,1.09E-04,9.00678E-05,2.28E-04,1.14E-04,1.14E-04,1.32E-04,1.32E-04,5.15E-05
251,0.701668056,0.082820162,8.9917,2.31,0.000170292,1.10E-04,9.17521E-05,2.29E-04,1.14E-04,1.14E-04,1.31E-04,1.31E-04,4.37E-05
252,0.768419279,0.084679375,8.9250,2.3,0.000172375,1.11E-04,9.39175E-05,2.30E-04,1.14E-04,1.14E-04,1.32E-04,1.32E-04,3.59E-05
253,0.890312795,0.077293513,8.3833,2.3,0.000169371,1.11E-04,9.488E-05,2.27E-04,1.14E-04,1.14E-04,1.30E-04,1.30E-04,4.70E-05
254,1,0.049181062,7.6333,2.3,0.000164043,1.12E-04,9.4078E-05,2.17E-04,1.14E-04,1.14E-04,1.28E-04,1.28E-04,6.39E-05
255,1,0.026249412,7.0333,2.29,0.000158194,1.12E-04,9.18323E-05,2.00E-04,1.14E-04,1.14E-04,1.29E-04,1.29E-04,7.46E-05
256,1,0.016916894,6.8667,2.3,0.000171494,1.11E-04,9.10302E-05,1.76E-04,1.14E-04,1.14E-04,1.29E-04,1.29E-04,5.88E-05
257,1,0.008897802,6.7083,2.3,0.000218523,1.11E-04,9.43587E-05,1.56E-04,1.14E-04,1.14E-04,1.31E-04,1.31E-04,5.44E-05
258,0.978830714,0.002525496,6.4500,2.3,0.000233105,1.39E-04,9.27546E-05,1.38E-04,1.14E-04,1.14E-04,1.32E-04,1.32E-04,6.18E-05
259,1,0.000566283,6.1833,2.3,0.000227337,1.79E-04,9.09901E-05,1.29E-04,1.14E-04,1.14E-04,1.30E-04,1.30E-04,6.18E-05
260,0.848230511,0.000514209,6.0167,2.3,0.000211113,1.51E-04,8.9346E-05,1.39E-04,1.14E-04,1.14E-04,1.26E-04,1.26E-04,6.09E-05
261,0.714728079,0.000331959,5.8667,2.31,0.000192044,1.07E-04,8.7782E-05,1.38E-04,1.14E-04,1.14E-04,1.17E-04,1.17E-04,8.52E-05
262,0.656683543,0.000331959,5.8750,2.3,0.000163322,1.05E-04,8.46942E-05,1.31E-04,1.14E-04,1.14E-04,1.16E-04,1.16E-04,0.00011807
263,0.64362352,0.000325448,5.7000,2.3,0.000117895,0.00E+00,8.29298E-05,1.07E-04,1.14E-04,1.14E-04,1.15E-04,1.15E-04,0.00016407
264,0.581225648,0.000325448,5.4750,2.3,8.52061E-05,0.00E+00,8.00826E-05,9.52E-05,1.14E-04,1.14E-04,1.13E-04,1.13E-04,0.00024297
265,0.647976871,0.000299418,5.2667,1.73,6.65385E-05,0.00E+00,8.1847E-05,8.62E-05,1.14E-04,1.14E-04,1.05E-04,1.05E-04,0.00023019
266,0.637819076,0.000221302,5.2583,1.73,5.83263E-05,0.00E+00,7.96013E-05,8.52E-05,1.14E-04,1.14E-04,9.55E-05,9.55E-05,0.00023444
267,0.605894573,0.000214791,5.3500,1.73,5.56824E-05,0.00E+00,8.04435E-05,8.94E-05,1.14E-04,1.14E-04,9.31E-05,9.31E-05,0.00024647
268,0.781479302,0.000214791,5.3000,1.73,5.68041E-05,0.00E+00,8.34511E-05,1.02E-04,1.14E-04,1.14E-04,9.24E-05,9.24E-05,0.00024666
269,0.826463815,0.000208293,5.3167,1.73,6.2853E-05,1.66E-04,8.76216E-05,1.21E-04,1.14E-04,1.14E-04,9.27E-05,9.27E-05,0.00022238
270,0.922237299,0.000201782,5.2917,2.3,8.29628E-05,3.20E-04,0.000104103,1.64E-04,1.14E-04,1.14E-04,9.34E-05,9.34E-05,0.00016366
271,1,0.001254616,5.1750,2.31,0.000115811,3.54E-04,0.000157037,2.36E-04,1.14E-04,1.14E-04,1.03E-04,1.03E-04,6.80E-05
272,1,0.008941084,5.5333,2.31,0.000138886,2.07E-04,0.00022136,2.18E-04,1.14E-04,1.14E-04,1.08E-04,1.08E-04,5.11E-05
273,1,0.01732565,6.0500,2.31,0.00015527,1.14E-04,0.000236558,2.18E-04,1.14E-04,1.14E-04,1.12E-04,1.12E-04,5.21E-05
274,1,0.033170013,6.3917,2.31,0.00015551,1.15E-04,0.000242413,2.35E-04,1.14E-04,1.14E-04,1.14E-04,1.14E-04,5.15E-05
275,1,0.048648426,6.5833,2.31,0.00015515,1.17E-04,0.000246303,2.36E-04,1.14E-04,1.14E-04,1.14E-04,1.14E-04,4.37E-05
276,1,0.053511441,6.4750,2.31,0.000156672,1.19E-04,0.000230222,2.37E-04,1.14E-04,1.14E-04,1.14E-04,1.14E-04,3.59E-05
277,1,0.057314126,6.0833,2.31,0.000144494,1.20E-04,0.000238002,2.34E-04,1.14E-04,1.14E-04,1.14E-04,1.14E-04,4.70E-05
278,1,0.043347285,5.5333,2.31,0.000139807,1.20E-04,0.000238724,2.24E-04,1.14E-04,1.14E-04,1.14E-04,1.14E-04,6.39E-05
279,1,0.022578163,4.9750,2.31,0.00014185,1.20E-04,0.000228177,2.07E-04,1.14E-04,1.14E-04,1.14E-04,1.14E-04,7.46E-05
280,1,0.012256445,4.4833,2.32,0.000164323,1.20E-04,0.000194652,1.82E-04,1.14E-04,1.14E-04,1.15E-04,1.15E-04,5.88E-05
281,1,0.00452375,4.3833,2.32,0.000214077,1.19E-04,0.000151664,1.64E-04,1.14E-04,1.14E-04,1.15E-04,1.15E-04,5.44E-05
282,1,0.00088522,4.2083,2.32,0.000233025,1.48E-04,0.000136425,1.47E-04,1.14E-04,1.14E-04,1.15E-04,1.15E-04,6.18E-05
283,1,0.000494689,3.8667,2.31,0.000238834,1.88E-04,0.000133137,1.37E-04,1.14E-04,1.14E-04,1.13E-04,1.13E-04,6.18E-05
284,1,0.000397054,2.9500,2.31,0.000219525,1.59E-04,0.00012656,1.48E-04,1.14E-04,1.14E-04,1.12E-04,1.12E-04,6.09E-05
285,1,0.000227813,1.6833,2.31,0.000192525,1.13E-04,0.000115091,1.48E-04,1.14E-04,1.14E-04,1.07E-04,1.07E-04,8.52E-05
286,1,0.000214791,0.9583,2.31,0.000164243,1.10E-04,9.84089E-05,1.43E-04,1.14E-04,1.14E-04,9.87E-05,9.87E-05,0.00011807
287,1,0.000214791,1.0000,2.31,0.000123142,0.00E+00,9.15917E-05,1.19E-04,1.14E-04,1.14E-04,9.56E-05,9.56E-05,0.00016407
288,1,0.000208293,0.8667,2.31,8.4405E-05,0.00E+00,8.66592E-05,5.17E-05,1.14E-04,1.14E-04,9.56E-05,9.56E-05,0.00024297
289,0.993341845,0.000208293,1.1750,2.31,6.44554E-05,0.00E+00,8.81028E-05,3.79E-05,1.14E-04,1.14E-04,9.04E-05,9.04E-05,0.00023019
290,0.849681619,0.000208293,1.7750,2.31,5.82062E-05,0.00E+00,8.74612E-05,5.26E-05,1.14E-04,1.14E-04,8.89E-05,8.89E-05,0.00023444
291,1,0.000208293,2.1667,2.31,5.61231E-05,0.00E+00,8.70201E-05,5.73E-05,1.14E-04,1.14E-04,8.89E-05,8.89E-05,0.00024647
292,1,0.000208293,2.6250,2.31,5.72047E-05,0.00E+00,8.81429E-05,6.97E-05,1.14E-04,1.14E-04,8.54E-05,8.54E-05,0.00024666
293,1,0.000208293,2.5083,2.31,6.26127E-05,1.85E-04,9.20328E-05,7.29E-05,1.14E-04,1.14E-04,8.45E-05,8.45E-05,0.00022238
294,1,0.000208293,2.1583,11.9,8.1761E-05,3.57E-04,0.000108875,7.32E-05,1.14E-04,1.14E-04,8.45E-05,8.45E-05,0.00016366
295,1,0.000533171,1.8167,14.76,0.000112567,4.00E-04,0.000163333,5.31E-05,1.14E-04,1.14E-04,9.11E-05,9.11E-05,6.80E-05
296,1,0.007054711,1.7667,14.76,0.000129832,2.38E-04,0.000227656,4.82E-05,1.14E-04,1.14E-04,9.09E-05,9.09E-05,5.11E-05
297,1,0.020613984,2.1250,14.76,0.000139647,1.36E-04,0.000242493,1.09E-04,1.14E-04,1.14E-04,9.29E-05,9.29E-05,5.21E-05
298,1,0.035854426,2.8417,10.42,0.000138365,1.41E-04,0.000248789,2.10E-04,1.14E-04,1.14E-04,9.78E-05,9.78E-05,5.15E-05
299,1,0.043414756,3.4000,10.42,0.000136562,1.45E-04,0.000251917,2.15E-04,1.14E-04,1.14E-04,9.81E-05,9.81E-05,4.37E-05
300,1,0.044449424,3.5917,10.42,0.000137403,1.48E-04,0.000236839,2.11E-04,1.14E-04,1.14E-04,9.86E-05,9.86E-05,3.59E-05
301,1,0.041344624,3.2667,10.42,0.000134759,1.51E-04,0.000243937,2.09E-04,1.14E-04,1.14E-04,9.87E-05,9.87E-05,4.70E-05
302,1,0.037830236,2.5750,11.93,0.000132356,1.52E-04,0.000244057,1.98E-04,1.14E-04,1.14E-04,9.99E-05,9.99E-05,6.39E-05
303,1,0.024507319,2.4000,28.96,0.00013488,1.52E-04,0.000230744,1.80E-04,1.14E-04,1.14E-04,1.01E-04,1.01E-04,7.46E-05
304,1,0.016109778,2.7000,28.97,0.000156071,1.51E-04,0.000195936,1.40E-04,1.14E-04,1.14E-04,1.01E-04,1.01E-04,5.88E-05
305,1,0.007726185,3.1083,28.97,0.000203341,1.49E-04,0.000153147,8.35E-05,1.14E-04,1.14E-04,1.01E-04,1.01E-04,5.44E-05
306,1,0.001972223,3.5917,28.97,0.000224452,1.79E-04,0.000135824,7.82E-05,1.14E-04,1.14E-04,1.03E-04,1.03E-04,6.18E-05
307,1,0.000637888,4.4917,28.97,0.000227777,2.22E-04,0.000132896,6.88E-05,1.14E-04,1.14E-04,1.00E-04,1.00E-04,6.18E-05
308,1,0.00052072,4.8083,28.97,0.000214678,1.87E-04,0.000127041,6.11E-05,1.14E-04,1.14E-04,1.01E-04,1.01E-04,6.09E-05
309,1,0.000286397,4.6667,28.97,0.000193006,1.33E-04,0.000114048,7.28E-05,1.14E-04,1.14E-04,1.01E-04,1.01E-04,8.52E-05
310,1,0.000286397,4.4833,28.97,0.000162841,1.28E-04,9.488E-05,1.09E-04,1.14E-04,1.14E-04,1.01E-04,1.01E-04,0.00011807
311,1,0.000227813,4.1417,28.97,0.00012134,0.00E+00,8.85841E-05,9.08E-05,1.14E-04,1.14E-04,9.92E-05,9.92E-05,0.00016407
312,1,0.00018225,3.8417,14.78,8.39643E-05,0.00E+00,8.31704E-05,1.31E-04,1.14E-04,1.14E-04,9.76E-05,9.76E-05,0.00024297
313,1,0.00018225,3.5250,14.78,6.42151E-05,0.00E+00,8.3411E-05,1.17E-04,1.14E-04,1.14E-04,1.01E-04,1.01E-04,0.00023019
314,1,0.00017574,2.8000,14.76,5.87269E-05,0.00E+00,8.13658E-05,1.18E-04,1.14E-04,1.14E-04,1.02E-04,1.02E-04,0.00023444
315,0.880155001,0.00017574,2.5833,14.76,5.64836E-05,0.00E+00,8.11653E-05,1.09E-04,1.14E-04,1.14E-04,9.77E-05,9.77E-05,0.00024647
316,0.678450239,0.00017574,2.1417,14.76,5.66839E-05,0.00E+00,8.28496E-05,1.16E-04,1.14E-04,1.14E-04,1.00E-04,1.00E-04,0.00024666
317,0.662488001,0.00017574,1.9250,14.77,6.08501E-05,1.92E-04,8.68597E-05,1.27E-04,1.14E-04,1.14E-04,1.02E-04,1.02E-04,0.00022238
318,0.867094978,0.00017574,1.6167,14.78,7.88367E-05,3.70E-04,0.000103341,1.34E-04,1.14E-04,1.14E-04,1.08E-04,1.08E-04,0.00016366
319,1,0.001906178,1.3667,29.01,0.000112487,4.17E-04,0.00015808,5.89E-05,1.14E-04,1.14E-04,1.13E-04,1.13E-04,6.80E-05
320,0.926590636,0.033431223,1.9083,29.01,0.000137443,2.50E-04,0.000222002,9.75E-05,1.14E-04,1.14E-04,1.20E-04,1.20E-04,5.11E-05
321,0.845328282,0.088145325,2.3000,29,0.000142851,1.45E-04,0.000236799,1.44E-04,1.14E-04,1.14E-04,1.31E-04,1.31E-04,5.21E-05
322,0.745201462,0.130231021,2.4417,23.25,0.000143893,1.50E-04,0.000243055,2.07E-04,1.14E-04,1.14E-04,1.33E-04,1.33E-04,5.15E-05
323,0.893215024,0.15652546,2.5000,23.25,0.000138004,1.55E-04,0.000248148,2.11E-04,1.14E-04,1.14E-04,1.32E-04,1.32E-04,4.37E-05
324,1,0.143034383,2.2167,23.25,0.00014185,1.59E-04,0.000232027,2.27E-04,1.14E-04,1.14E-04,1.31E-04,1.31E-04,3.59E-05
325,1,0.120643317,2.9333,28.92,0.000142651,1.62E-04,0.000240007,2.24E-04,1.14E-04,1.14E-04,1.29E-04,1.29E-04,4.70E-05
326,0.981732943,0.075904158,3.0583,33.85,0.000144574,1.64E-04,0.000242173,2.25E-04,1.14E-04,1.14E-04,1.29E-04,1.29E-04,6.39E-05
327,0.874350557,0.028638256,2.2000,50.02,0.000142972,1.64E-04,0.000232067,2.14E-04,1.14E-04,1.14E-04,1.30E-04,1.30E-04,7.46E-05
328,0.807599334,0.013037531,1.8167,50.02,0.000163442,1.63E-04,0.000201069,2.02E-04,1.14E-04,1.14E-04,1.33E-04,1.33E-04,5.88E-05
329,0.614601259,0.00589065,1.5583,50.03,0.000215239,1.60E-04,0.000158481,1.93E-04,1.14E-04,1.14E-04,1.34E-04,1.34E-04,5.44E-05
330,0.62911239,0.00138642,1.1250,50.03,0.000238433,1.91E-04,0.000139874,1.94E-04,1.14E-04,1.14E-04,1.38E-04,1.38E-04,6.18E-05
