25;4
43;29
88;30
215;31
227;32
28;49
168;51
3;64
35;65
31;79
24;81
64;125
15;126
50;127
60;128
36;146
4;148
4;154
8;159
20;172
2;221
31;222
129;223
33;224
11;226
166;242
6;243
3;244
35;248
38;252
15;266
27;276
26;277
49;318
20;319
157;320
10;338
21;339
8;342
29;354
1;359
31;361
24;365
12;373
189;374
6;406
41;413
25;414
83;415
48;416
38;420
163;421
28;433
34;436
22;458
52;463
18;464
3;469
34;471
182;510
20;511
41;512
49;513
15;514
171;515
12;516
165;540
71;541
55;543
23;545
51;567
17;569
8;607
6;609
20;610
159;611
341;612
24;615
6;618
15;640
19;641
19;644
170;657
3;660
3;664
33;666
33;701
342;702
91;703
107;704
21;706
13;709
32;723
34;724
36;739
37;748
15;756
10;758
29;797
83;798
41;800
21;802
35;808
158;809
11;818
7;820
167;831
565;849
12;851
25;852
20;893
45;894
214;895
48;896
3;913
9;914
3;915
24;916
5;919
30;937
2;938
32;942
9;976
41;989
79;990
89;991
19;992
29;1000
14;1009
552;1010
179;1011
1;1012
25;1024
155;1033
10;1034
6;1036
6;1043
31;1044
2;1048
54;1085
24;1086
247;1087
228;1088
17;1090
1;1105
20;1106
31;1132
4;1135
16;1136
14;1181
35;1183
8;1186
29;1188
30;1213
25;1216
21;1217
7;1218
28;1219
48;1220
156;1234
12;1239
2;1242
5;1248
77;1277
29;1278
82;1279
9;1280
54;1282
55;1283
6;1284
29;1291
3;1297
9;1302
1;1309
30;1310
42;1311
24;1312
39;1313
8;1314
31;1316
12;1317
17;1323
1;1325
8;1335
72;1373
51;1374
66;1375
93;1376
11;1381
6;1386
34;1393
2;1419
51;1420
20;1423
14;1425
54;1426
27;1427
22;1429
10;1469
49;1470
15;1471
120;1472
11;1475
2;1487
21;1489
158;1490
44;1491
14;1492
9;1503
5;1514
6;1516
554;1557
215;1565
27;1566
31;1567
3;1578
69;1585
48;1586
56;1587
21;1588
27;1616
2;1620
2;1621
20;1661
35;1662
53;1663
9;1664
10;1672
22;1676
20;1681
3;1683
2;1684
146;1705
39;1710
5;1711
28;1712
24;1718
9;1750
230;1757
2;1758
99;1759
63;1760
21;1776
3;1778
168;1779
156;1801
18;1802
26;1810
37;1833
31;1853
11;1854
176;1855
22;1857
63;1859
17;1860
35;1864
15;1869
165;1885
1;1889
560;1890
19;1892
2;1902
168;1908
10;1914
13;1915
7;1949
20;1950
28;1952
9;1953
20;1954
63;1955
32;1956
5;1969
17;1976
29;1981
2;1982
5;1983
45;1984
186;1987
162;1988
5;2003
30;2004
2;2005
20;2006
6;2008
11;2009
66;2046
64;2047
90;2048
2;2050
10;2055
176;2065
19;2067
207;2068
563;2080
2;2093
3;2097
57;2141
166;2142
39;2143
74;2144
12;2163
18;2178
18;2185
11;2188
3;2189
13;2197
49;2237
46;2238
61;2239
37;2240
8;2258
11;2259
6;2263
15;2264
7;2268
1;2281
26;2293
22;2295
28;2333
160;2334
8;2335
191;2336
51;2339
160;2346
8;2351
15;2354
179;2355
13;2363
27;2373
11;2377
2;2384
16;2390
12;2429
40;2431
139;2432
12;2442
10;2445
39;2450
17;2451
14;2469
7;2475
6;2476
18;2479
17;2483
24;2506
25;2517
65;2527
68;2528
69;2530
62;2531
8;2532
24;2555
27;2557
27;2559
23;2561
43;2562
28;2563
7;2564
30;2571
166;2578
182;2582
5;2584
8;2585
25;2586
8;2589
23;2613
37;2621
25;2622
22;2625
8;2626
31;2627
23;2628
8;2654
180;2655
360;2660
35;2676
16;2677
27;2681
11;2682
41;2718
66;2719
61;2720
17;2727
27;2739
80;2740
2;2747
20;2769
25;2770
6;2774
29;2776
8;2780
46;2813
19;2814
9;2815
21;2816
7;2834
2;2836
40;2838
30;2854
12;2863
14;2867
5;2872
24;2908
81;2910
564;2911
16;2912
32;2914
72;2929
23;2930
15;2931
37;2932
20;2936
27;2952
27;2957
10;2964
67;3005
10;3006
30;3007
218;3008
169;3021
2;3028
1;3039
3;3040
16;3042
8;3048
3;3049
7;3051
2;3053
19;3056
24;3059
33;3079
38;3101
42;3102
123;3103
45;3104
6;3121
6;3122
48;3123
32;3124
13;3148
27;3157
13;3171
8;3175
13;3185
91;3196
3;3198
72;3200
28;3201
21;3202
164;3203
20;3204
32;3215
17;3216
8;3219
56;3230
71;3231
15;3232
19;3233
12;3234
29;3235
2;3236
145;3241
10;3243
33;3251
2;3254
18;3255
1;3258
15;3288
18;3293
49;3294
47;3295
29;3297
1;3298
8;3299
24;3300
5;3310
38;3328
27;3331
28;3343
2;3345
166;3346
33;3347
7;3351
30;3352
23;3384
31;3389
31;3390
209;3391
92;3392
4;3410
21;3411
6;3412
37;3418
7;3440
26;3445
6;3460
34;3485
38;3486
187;3487
54;3488
21;3498
21;3501
37;3507
9;3508
4;3527
20;3528
29;3529
10;3539
573;3578
97;3581
128;3582
38;3583
81;3584
2;3591
563;3601
24;3602
34;3603
23;3610
9;3631
27;3632
11;3635
12;3637
167;3677
53;3678
50;3679
77;3680
15;3687
14;3697
16;3698
42;3699
39;3721
1;3724
5;3735
57;3773
267;3774
22;3775
185;3776
12;3783
4;3793
14;3796
20;3797
14;3800
6;3812
8;3816
5;3821
15;3822
27;3829
29;3830
2;3849
19;3869
74;3870
3;3871
46;3873
8;3874
15;3875
9;3879
20;3880
8;3889
13;3903
34;3904
35;3906
30;3907
37;3908
155;3932
194;3965
2;3966
53;3968
11;3969
8;3970
159;3971
26;3972
1;3980
171;3991
26;3998
27;3999
19;4001
7;4002
32;4004
14;4005
1;4010
1;4012
9;4019
159;4025
59;4061
47;4063
24;4064
2;4080
9;4082
9;4084
5;4088
9;4101
1;4110
149;4111
36;4112
33;4117
5;4159
40;4160
161;4171
15;4172
30;4178
15;4179
18;4183
5;4192
4;4201
29;4209
29;4245
39;4253
38;4254
76;4255
34;4256
33;4274
24;4275
38;4299
4;4303
5;4312
81;4349
205;4350
56;4351
18;4352
9;4353
19;4356
8;4357
1;4371
52;4372
165;4379
9;4384
16;4393
3;4396
25;4398
9;4402
171;4403
13;4407
34;4445
91;4446
14;4447
49;4448
1;4449
22;4465
39;4467
12;4468
7;4484
156;4486
6;4490
24;4499
217;4541
48;4542
27;4543
19;4544
77;4545
15;4546
191;4547
519;4548
17;4552
6;4563
4;4565
21;4573
17;4576
199;4577
15;4578
12;4580
40;4589
3;4593
48;4595
31;4596
9;4600
21;4621
34;4637
40;4638
96;4639
12;4640
40;4642
13;4643
166;4644
18;4662
