15;19
21;30
334;31
2;34
2;45
8;49
5;50
20;51
29;53
2;72
22;81
10;125
28;126
15;127
67;128
30;139
25;145
155;170
7;171
3;223
7;241
11;242
6;249
13;270
9;272
29;317
179;318
61;320
10;337
4;339
21;340
23;343
6;366
10;374
17;414
164;415
20;416
12;436
17;440
27;443
16;472
18;509
7;542
36;543
178;545
14;548
42;561
9;568
3;607
31;608
26;610
32;611
19;630
19;638
5;639
28;640
54;644
20;701
223;702
11;704
5;719
13;721
5;722
4;723
3;726
25;747
6;748
5;752
9;754
14;759
13;797
34;798
7;831
160;833
8;834
39;845
1;874
24;893
69;894
45;895
13;897
11;914
12;915
17;927
12;937
172;943
23;947
27;964
54;989
22;990
61;991
18;992
24;997
175;1009
175;1010
21;1083
173;1086
54;1087
9;1107
5;1111
9;1144
59;1181
153;1183
15;1184
42;1185
20;1186
24;1187
29;1188
34;1209
19;1213
31;1214
5;1219
29;1220
16;1235
11;1241
161;1254
1;1274
182;1277
20;1280
42;1282
2;1284
18;1311
18;1312
1;1316
13;1321
12;1332
3;1333
37;1373
560;1374
2;1386
11;1387
158;1395
157;1407
28;1424
18;1432
8;1469
50;1470
25;1471
33;1472
9;1485
51;1491
1;1501
24;1513
6;1514
7;1565
6;1568
3;1569
30;1584
14;1585
22;1588
12;1609
156;1613
1;1616
18;1617
169;1663
9;1664
4;1683
12;1705
13;1707
20;1718
1;1757
56;1759
8;1760
13;1770
8;1776
7;1777
26;1788
9;1798
174;1812
20;1834
29;1854
1;1855
3;1857
165;1858
1;1859
18;1876
14;1879
18;1886
26;1887
19;1888
20;1905
9;1951
5;1954
33;1956
17;1965
25;1970
3;1972
38;1981
3;1982
2;1983
28;1984
44;1986
11;2001
8;2006
10;2011
4;2045
19;2046
54;2047
5;2048
12;2065
10;2076
8;2077
27;2089
16;2141
5;2142
16;2143
33;2198
3;2237
14;2238
2;2239
5;2240
1;2252
175;2257
10;2281
39;2283
56;2333
23;2335
204;2336
1;2354
20;2385
29;2429
34;2430
34;2431
4;2437
3;2445
37;2451
10;2452
33;2454
21;2470
26;2487
4;2525
23;2526
11;2527
42;2531
158;2533
21;2546
3;2559
8;2560
6;2563
6;2577
22;2580
10;2584
11;2585
1;2598
15;2603
46;2622
15;2623
22;2624
15;2626
25;2641
15;2650
30;2654
160;2655
12;2656
25;2659
46;2676
9;2691
80;2717
67;2718
32;2720
8;2726
26;2731
36;2739
37;2740
16;2752
5;2769
6;2770
153;2797
176;2813
45;2814
47;2815
218;2816
7;2829
9;2835
39;2868
23;2871
44;2909
23;2910
53;2911
31;2912
22;2917
25;2930
18;2933
33;2956
157;2966
52;2968
49;3005
31;3006
90;3008
33;3009
17;3025
28;3027
26;3059
5;3063
47;3102
207;3103
24;3104
14;3108
6;3113
28;3124
8;3136
29;3147
4;3151
12;3160
21;3173
16;3199
18;3201
21;3202
157;3203
5;3204
9;3217
21;3233
3;3234
157;3248
161;3249
62;3253
5;3256
40;3258
32;3293
130;3294
17;3295
25;3299
25;3325
158;3326
154;3329
146;3330
12;3343
33;3348
10;3351
30;3354
19;3356
58;3389
159;3390
13;3391
16;3392
26;3409
2;3410
1;3411
11;3412
18;3414
6;3438
44;3485
14;3486
10;3487
33;3488
14;3496
8;3508
34;3534
30;3544
19;3581
67;3582
38;3584
10;3601
568;3604
11;3677
32;3678
1;3679
58;3680
3;3682
6;3688
16;3697
30;3698
25;3700
26;3722
25;3723
3;3725
31;3727
30;3773
6;3774
22;3776
2;3795
14;3813
9;3815
29;3821
4;3825
1;3829
9;3863
202;3872
74;3874
183;3901
49;3905
25;3907
16;3908
21;3915
20;3925
1;3927
20;3931
20;3954
34;3955
39;3971
32;3994
6;3998
7;4002
30;4004
27;4008
19;4019
24;4020
2;4027
27;4061
31;4062
7;4063
25;4064
13;4069
6;4107
1;4112
9;4113
6;4129
24;4157
28;4158
3;4159
11;4160
5;4179
25;4180
24;4193
148;4201
8;4211
177;4254
10;4255
7;4256
28;4262
30;4266
1;4297
27;4312
12;4350
11;4351
13;4369
37;4370
57;4372
4;4393
43;4445
34;4446
192;4447
30;4450
6;4466
8;4479
8;4486
16;4490
24;4492
8;4542
38;4543
36;4544
13;4560
12;4562
31;4573
167;4575
17;4576
2;4579
3;4580
3;4588
3;4592
16;4594
29;4625
21;4637
15;4638
23;4639
11;4641
29;4642
19;4643
5;4645
25;4672
19;4673
27;4678
16;4683
2;4692
2;4713
17;4734
17;4735
333;4736
8;4737
4;4738
12;4755
34;4778
27;4781
1;4782
14;4787
19;4792
7;4829
172;4830
148;4831
31;4832
5;4852
26;4875
9;4877
15;4879
6;4883
61;4925
53;4928
4;4945
2;4947
28;4956
6;4965
9;4980
12;4983
26;5006
23;5021
60;5022
26;5023
161;5024
3;5042
8;5044
30;5048
160;5070
157;5073
33;5117
53;5118
4;5137
10;5140
10;5161
7;5163
15;5166
7;5173
16;5213
40;5214
157;5215
166;5216
34;5217
8;5219
38;5246
16;5251
3;5266
4;5271
8;5309
76;5312
12;5316
185;5344
9;5345
23;5346
32;5367
16;5374
171;5405
53;5406
42;5407
26;5408
14;5425
5;5431
23;5457
10;5463
27;5468
24;5501
4;5502
19;5503
23;5504
21;5524
20;5545
26;5547
30;5597
9;5598
171;5600
5;5618
171;5619
5;5636
1;5656
32;5657
72;5693
30;5694
12;5695
6;5696
27;5713
180;5714
15;5715
31;5738
6;5739
30;5750
34;5790
60;5791
8;5792
17;5798
14;5810
189;5811
2;5812
13;5827
26;5840
9;5887
36;5888
187;5890
10;5891
170;5892
19;5897
15;5907
7;5914
10;5918
2;5919
32;5920
13;5922
32;5923
17;5942
24;5955
11;5981
8;5985
25;5987
1;5988
6;5999
24;6019
31;6036
49;6077
3;6078
26;6080
21;6087
31;6100
22;6123
2;6129
553;6132
19;6173
3;6174
176;6175
11;6176
30;6182
17;6193
156;6196
26;6204
24;6208
9;6216
5;6223
34;6225
16;6228
18;6229
4;6232
57;6271
28;6272
2;6280
15;6289
2;6290
11;6293
72;6314
36;6317
24;6323
1;6324
12;6326
3;6328
57;6365
564;6366
2;6367
10;6376
8;6384
11;6385
7;6387
26;6388
14;6397
17;6410
21;6463
9;6464
28;6473
13;6481
3;6497
6;6509
157;6511
151;6517
30;6537
12;6557
35;6558
19;6559
24;6560
2;6561
14;6562
31;6563
1;6564
165;6582
21;6586
26;6589
1;6591
2;6594
28;6653
14;6655
18;6656
7;6657
100;6658
16;6691
21;6692
3;6693
31;6707
4;6708
3;6710
11;6715
17;6717
1;6749
3;6750
2;6751
19;6769
3;6772
9;6773
17;6780
1;6789
26;6805
1;6808
5;6820
37;6845
8;6846
28;6847
31;6848
37;6865
23;6892
2;6901
25;6941
7;6942
170;6943
7;6944
15;6953
13;6961
3;6962
569;6963
4;6990
160;6999
53;7037
70;7039
61;7040
13;7053
5;7057
11;7071
23;7082
42;7134
35;7135
88;7136
11;7153
27;7155
26;7163
23;7186
35;7227
15;7230
7;7233
17;7261
13;7262
5;7263
2;7268
17;7283
6;7290
11;7325
28;7328
34;7329
22;7330
15;7358
6;7360
52;7361
11;7387
7;7388
55;7422
16;7423
39;7424
28;7434
10;7444
3;7458
35;7478
9;7479
1;7480
60;7518
148;7520
24;7537
56;7539
7;7554
165;7563
52;7614
8;7615
219;7616
21;7633
16;7635
12;7636
152;7667
33;7671
191;7709
25;7711
12;7712
16;7729
17;7768
16;7805
196;7806
3;7807
214;7808
4;7857
13;7859
3;7901
27;7902
217;7905
8;7908
